,Value,Column,Row,Value 1,Value 2
108,-0.11,CyberThreat_Risk4Individual,CyberThreat_KnownWebsites,0.22,0.11
111,-0.11,CyberThreat_GERPreparedness,CyberThreat_CyberWar,-0.09,-0.2
120,-0.11,CyberThreat_GERCounterAttack,CyberThreat_FirewallSecurity,0.14,0.03
124,-0.11,Knows_ENISA,CyberThreat_Danger,0.13,0.02
126,-0.11,Knows_ENISA,Knows_CERTl,0.6,0.49
127,-0.11,Knows_ENISA,Knows_Athene,0.61,0.5
128,-0.11,Knows_ENISA,Knows_ACS,0.59,0.48
135,-0.11,Knows_BSI,CyberThreat_FearCyberWar,0.12,0.01
136,-0.11,Knows_BSI,Knows_BKA,0.51,0.4
138,-0.11,Knows_BSI,Knows_ACS,0.43,0.32
140,-0.11,Knows_BKA,CyberThreat_Uninformed,-0.02,-0.13
144,-0.11,Knows_BKA,FutureVictim_CyBully,0.04,-0.07
145,0.11,Knows_CERTl,Gender,-0.14,-0.03
513,-0.11,PastVictim_Scareware,PastHelp_Manuf,0.16,0.05
517,-0.11,PastVictim_Scareware,PastHelp_Forum,0.14,0.03
522,0.11,PastVictim_Scareware,FutureInfo_Fam,-0.01,0.1
925,-0.11,FutureVictim_Spyware,FutureVictim_Scareware,0.7,0.59
939,-0.11,FutureVictim_Doxing,CyberThreat_KnownWebsites,0.08,-0.03
941,0.11,FutureVictim_Doxing,CyberThreat_Uninformed,0.11,0.22
945,0.11,FutureVictim_Doxing,FutureInfo_Fam,-0.06,0.05
946,-0.11,FutureVictim_Doxing,FutureInfo_Publication,0.06,-0.05
951,-0.11,FutureVictim_SocMedHack,FutureVictim_Sidechannel,0.67,0.56
954,-0.11,Uses_AntivirusPC,PastHelp_IntExperts,0.05,-0.06
956,-0.11,Uses_AntivirusPC,FutureVictim_Ransomware,0.05,-0.06
957,-0.11,Uses_AntivirusMobile,Knows_Zitis,0.17,0.06
961,-0.11,Uses_AntivirusMobile,FutureVictim_SocEng,0.12,0.01
970,-0.11,Uses_BackupMobile,CyberThreat_GERCounterAttack,0.07,-0.04
971,-0.11,Uses_BackupMobile,PastVictim_APT,0.17,0.06
974,-0.11,Uses_BackupMobile,PastVictim_Phishing,0.18,0.07
975,-0.11,Uses_BackupMobile,PastHelp_PublicMed,0.2,0.09
977,-0.11,Uses_BackupMobile,FutureVictim_PerfTheft,0.2,0.09
935,0.11,FutureVictim_Phishing,FutureInfo_Fam,-0.07,0.04
924,-0.11,FutureVictim_Spyware,FutureVictim_Ransomware,0.67,0.56
989,0.11,Uses_FirewallPC,CyberThreat_Ignorance,-0.14,-0.03
922,-0.11,FutureVictim_Spyware,FutureVictim_PerfTheft,0.65,0.54
860,-0.11,PastHelp_Colleague,Knows_Europol,0.2,0.09
861,-0.11,PastHelp_Colleague,Knows_Athene,0.16,0.05
873,-0.11,FutureVictim_Virus,FutureInfo_SecSoftwareSites,0.04,-0.07
874,0.11,FutureVictim_Virus,FutureInfo_WarningApps,-0.02,0.09
887,-0.11,FutureVictim_APT,CyberThreat_GERCounterAttack,0.15,0.04
896,-0.11,FutureVictim_CyBully,CyberThreat_FirewallSecurity,0.01,-0.1
897,-0.11,FutureVictim_CyBully,CyberThreat_Risk4Individual,0.17,0.06
898,-0.11,FutureVictim_CyBully,CyberThreat_CyberWar,0.14,0.03
910,-0.11,FutureVictim_ShopScam,CyberThreat_CyberWar,0.19,0.08
913,0.11,FutureVictim_ShopScam,FutureInfo_WarningApps,-0.03,0.08
917,-0.11,FutureVictim_Scareware,FutureVictim_DDoS,0.66,0.55
919,-0.11,FutureVictim_Scareware,FutureInfo_SoftwareSites,0.06,-0.05
988,-0.11,Uses_BackupMobile,PastInfo_Fam,0.25,0.14
994,-0.11,Uses_FirewallMobile,PastHelp_Colleague,0.16,0.05
856,-0.11,PastHelp_Colleague,CyberThreat_Uninformed,0.13,0.02
1042,-0.11,Uses_VPN,PastHelp_IntExperts,0.2,0.09
1045,-0.11,Uses_VPN,Uses_FileEncryption,0.53,0.42
1048,-0.11,Uses_PWManager,Knows_CERTl,0.23,0.12
1051,-0.11,Uses_PWManager,PastVictim_CyBully,0.17,0.06
1055,-0.11,Uses_2FA,PastVictim_Virus,0.13,0.02
1056,-0.11,Uses_2FA,PastVictim_PerfTheft,0.1,-0.01
1059,-0.11,Uses_2FA,PastHelp_Manuf,0.19,0.08
1060,-0.11,Uses_2FA,PastHelp_PublicMed,0.13,0.02
1063,-0.11,Uses_2FA,PastInfo_InstalledSoftware,0.35,0.24
1065,0.11,Uses_OSUpdates,Income,0.05,0.16
1067,-0.11,Uses_OSUpdates,CyberThreat_Uninformed,-0.03,-0.14
1069,-0.11,Uses_OSUpdates,Uses_EncrMessenger,0.23,0.12
1071,-0.11,Uses_OSUpdates,PastInfo_Publication,0.15,0.04
1074,-0.11,Uses_AppUpdates,PastVictim_Spyware,0.02,-0.09
1076,-0.11,Uses_AppUpdates,PastHelp_Influencer,-0.01,-0.12
1079,-0.11,Uses_AppUpdates,PastInfo_Multimedia,0.1,-0.01
1044,-0.11,Uses_VPN,Uses_Spamfilter,0.3,0.19
1038,-0.11,Uses_VPN,PastVictim_Scareware,0.19,0.08
998,-0.11,Uses_FirewallMobile,PastInfo_SoftwareSites,0.3,0.19
1036,-0.11,Uses_VPN,PastVictim_IDTheft,0.16,0.05
999,-0.11,Uses_FirewallMobile,RelInfo_NewMalware,0.26,0.15
1000,-0.11,Uses_EncrMessenger,Knows_Zitis,0.24,0.13
1007,-0.11,Uses_EncrMessenger,Uses_AppUpdates,0.27,0.16
1008,-0.11,Uses_EncrMessenger,Sum_SecurityLevel,0.6,0.49
1012,-0.11,Uses_Spamfilter,PastHelp_Influencer,-0.05,-0.16
1013,-0.11,Uses_Spamfilter,PastHelp_Self,0.18,0.07
1016,-0.11,Uses_Spamfilter,FutureVictim_CyStalk,0.01,-0.1
1018,-0.11,Uses_Spamfilter,Uses_EncrMessenger,0.21,0.1
1021,-0.11,Uses_Spamfilter,Uses_AnonService,0.21,0.1
1022,-0.11,Uses_FileEncryption,FutureVictim_APT,0.21,0.1
1025,-0.11,Uses_MailEncryption,FutureVictim_Doxing,0.21,0.1
1028,-0.11,Uses_MailEncryption,Uses_AppUpdates,0.18,0.07
1030,0.11,Uses_AnonService,CyberThreat_Ignorance,-0.2,-0.09
1032,-0.11,Uses_AnonService,Sum_SecurityLevel,0.63,0.52
1034,-0.11,Uses_VPN,PastVictim_PerfTheft,0.2,0.09
857,-0.11,PastHelp_Colleague,CyberThreat_CyberWar,0.14,0.03
855,0.11,PastHelp_Colleague,Age,-0.27,-0.16
526,-0.11,PastVictim_Spyware,CyberThreat_SelfDefense,0.06,-0.05
598,-0.11,PastVictim_SocEng,Degree,0.13,0.02
610,-0.11,PastVictim_SocEng,Knows_CERTb,0.34,0.23
612,-0.11,PastVictim_SocEng,Knows_CyberMonth,0.4,0.29
624,-0.11,PastVictim_SocEng,PastHelp_PublicMed,0.34,0.23
627,-0.11,PastVictim_SocEng,FutureVictim_Sidechannel,0.34,0.23
632,0.11,PastVictim_SocEng,FutureInfo_Fam,-0.04,0.07
633,-0.11,PastVictim_SocMedHack,CyberThreat_CyberWar,0.12,0.01
634,-0.11,PastVictim_SocMedHack,Knows_BSI,0.13,0.02
646,-0.11,PastVictim_SocMedHack,PastHelp_BSI,0.16,0.05
647,-0.11,PastVictim_SocMedHack,PastHelp_Manuf,0.19,0.08
652,-0.11,PastVictim_SocMedHack,FutureVictim_CyStalk,0.37,0.26
657,-0.11,PastHelp_BSI,CyberThreat_CyberWar,0.13,0.02
660,-0.11,PastHelp_BSI,Knows_Zitis,0.31,0.2
661,-0.11,PastHelp_BSI,Knows_Athene,0.27,0.16
667,-0.11,PastHelp_BSI,FutureVictim_Ransomware,0.12,0.01
669,-0.11,PastHelp_BSI,FutureVictim_Spyware,0.09,-0.02
600,-0.11,PastVictim_SocEng,CyberThreat_GERPreparedness,0.21,0.1
596,-0.11,PastVictim_Doxing,FutureInfo_Publication,0.09,-0.02
676,-0.11,PastHelp_CERTl,CyberThreat_GERPreparedness,0.21,0.1
594,-0.11,PastVictim_Doxing,FutureVictim_Phishing,0.21,0.1
539,-0.11,PastVictim_Spyware,FutureVictim_DDoS,0.33,0.22
540,-0.11,PastVictim_Spyware,FutureVictim_CyStalk,0.33,0.22
542,-0.11,PastVictim_Spyware,PastInfo_Fam,0.21,0.1
543,-0.11,PastVictim_Spyware,PastInfo_Publication,0.27,0.16
549,-0.11,PastVictim_Phishing,CyberThreat_Danger,0.23,0.12
553,-0.11,PastVictim_Phishing,Knows_CISPA,0.23,0.12
558,-0.11,PastVictim_Phishing,Knows_CERTv,0.28,0.17
564,-0.11,PastVictim_Phishing,PastVictim_CyBully,0.49,0.38
568,-0.11,PastVictim_Phishing,FutureVictim_DDoS,0.32,0.21
570,-0.11,PastVictim_Phishing,PastInfo_SecAgencySites,0.23,0.12
571,-0.11,PastVictim_Phishing,PastInfo_SecNewSites,0.23,0.12
579,-0.11,PastVictim_Doxing,Knows_CISPA,0.32,0.21
585,-0.11,PastVictim_Doxing,PastHelp_PublicMed,0.36,0.25
587,-0.11,PastVictim_Doxing,PastHelp_Self,0.13,0.02
592,-0.11,PastVictim_Doxing,FutureVictim_IDTheft,0.27,0.16
670,-0.11,PastHelp_BSI,FutureVictim_Doxing,0.14,0.03
680,-0.11,PastHelp_CERTl,Knows_Kastel,0.36,0.25
852,-0.11,PastHelp_Family,FutureVictim_PerfTheft,0.14,0.03
752,-0.11,PastHelp_PCShop,Knows_CERTl,0.17,0.06
764,-0.11,PastHelp_PCShop,Knows_PWDay,0.18,0.07
767,-0.11,PastHelp_PCShop,PastHelp_EmployerIT,0.42,0.31
769,-0.11,PastHelp_PCShop,PastHelp_Influencer,0.33,0.22
777,-0.11,PastHelp_PCShop,FutureVictim_IDTheft,0.15,0.04
782,-0.11,PastHelp_PublicMed,CyberThreat_KnownWebsites,0.09,-0.02
783,-0.11,PastHelp_PublicMed,CyberThreat_FearCyberWar,0.15,0.04
796,-0.11,PastHelp_PublicMed,FutureVictim_SocEng,0.18,0.07
799,-0.11,PastHelp_PrivateMed,Knows_BSI,0.26,0.15
805,-0.11,PastHelp_PrivateMed,Knows_DigDay,0.33,0.22
822,-0.11,PastHelp_IntExperts,CyberThreat_Danger,0.08,-0.03
823,-0.11,PastHelp_IntExperts,CyberThreat_KnownWebsites,0.08,-0.03
826,-0.11,PastHelp_IntExperts,Knows_CERTb,0.28,0.17
827,-0.11,PastHelp_IntExperts,Knows_CyberMonth,0.29,0.18
829,-0.11,PastHelp_IntExperts,Knows_DigDay,0.26,0.15
845,-0.11,PastHelp_IntExperts,FutureVictim_Spyware,0.1,-0.01
754,-0.11,PastHelp_PCShop,Knows_CAZ,0.18,0.07
748,0.11,PastHelp_EmployerIT,FutureInfo_School,0.17,0.28
682,-0.11,PastHelp_CERTl,Knows_PWDay,0.31,0.2
744,-0.11,PastHelp_EmployerIT,FutureVictim_IDTheft,0.2,0.09
683,-0.11,PastHelp_CERTl,Knows_CSECDay,0.33,0.22
687,-0.11,PastHelp_Police,CyberThreat_GERCounterAttack,0.02,-0.09
692,-0.11,PastHelp_Police,FutureVictim_CyBully,0.1,-0.01
693,-0.11,PastHelp_Police,FutureVictim_ShopScam,0.12,0.01
698,-0.11,PastHelp_Manuf,CyberThreat_Uninformed,0.07,-0.04
712,0.11,PastHelp_Provider,Degree,0.01,0.12
715,-0.11,PastHelp_Provider,FutureVictim_DDoS,0.19,0.08
720,-0.11,PastHelp_ConsOffice,CyberThreat_CyberWar,0.08,-0.03
721,-0.11,PastHelp_ConsOffice,Knows_Zitis,0.16,0.05
726,-0.11,PastHelp_ConsOffice,FutureVictim_Scareware,0.13,0.02
730,-0.11,PastHelp_EmployerIT,CyberThreat_Uninformed,0.04,-0.07
732,-0.11,PastHelp_EmployerIT,Knows_Europol,0.21,0.1
736,-0.11,PastHelp_EmployerIT,Knows_ACS,0.24,0.13
740,-0.11,PastHelp_EmployerIT,FutureVictim_DDoS,0.22,0.11
743,-0.11,PastHelp_EmployerIT,FutureVictim_CyStalk,0.2,0.09
1388,-0.11,Sum_Info_Width,PastInfo_Fam,0.63,0.52
