,Value,Column,Row,Value 1,Value 2
397,-0.12,PastVictim_APT,FutureVictim_Scareware,0.29,0.17
699,-0.12,PastHelp_Manuf,PastHelp_IntExperts,0.46,0.34
399,-0.12,PastVictim_APT,PastInfo_Fam,0.22,0.1
400,-0.12,PastVictim_APT,PastInfo_SecAgencySites,0.36,0.24
695,-0.12,PastHelp_Police,FutureVictim_Doxing,0.15,0.03
1,-0.12,Usage_Laptop,CyberThreat_Helpless,0.03,-0.09
403,-0.12,PastVictim_APT,PastInfo_WarningApps,0.29,0.17
405,-0.12,PastVictim_APT,FutureInfo_Podcast,0.08,-0.04
409,-0.12,PastVictim_Sidechannel,CyberThreat_CyberWar,0.13,0.01
685,-0.12,PastHelp_CERTl,FutureVictim_APT,0.22,0.1
418,-0.12,PastVictim_Sidechannel,PastVictim_Doxing,0.7,0.58
662,-0.12,PastHelp_BSI,Knows_Kastel,0.26,0.14
1197,-0.12,PastInfo_SecNewSites,FutureInfo_SecNewSites,0.39,0.27
681,-0.12,PastHelp_CERTl,Knows_MPI,0.29,0.17
1198,-0.12,PastInfo_SoftwareSites,Knows_Athene,0.33,0.21
679,-0.12,PastHelp_CERTl,Knows_ProPK,0.3,0.18
677,-0.12,PastHelp_CERTl,CyberThreat_CyberWar,0.13,0.01
427,-0.12,PastVictim_Spam,CyberThreat_Education,0.19,0.07
671,-0.12,PastHelp_BSI,FutureVictim_SocEng,0.13,0.01
1201,-0.12,PastInfo_SoftwareSites,FutureVictim_DDoS,0.16,0.04
668,-0.12,PastHelp_BSI,FutureVictim_Scareware,0.15,0.03
664,-0.12,PastHelp_BSI,FutureVictim_PerfTheft,0.18,0.06
618,-0.12,PastVictim_SocEng,PastVictim_IDTheft,0.57,0.45
617,-0.12,PastVictim_SocEng,PastVictim_Sidechannel,0.7,0.58
470,-0.12,PastVictim_IDTheft,PastHelp_PCShop,0.17,0.05
1228,-0.12,PastInfo_Messenger,Income,0.05,-0.07
572,-0.12,PastVictim_Phishing,PastInfo_Blog,0.31,0.19
516,-0.12,PastVictim_Scareware,PastHelp_PrivateMed,0.27,0.15
1225,0.12,PastInfo_Multimedia,FutureInfo_TV,-0.11,0.01
569,-0.12,PastVictim_Phishing,FutureVictim_Sidechannel,0.36,0.24
1226,-0.12,PastInfo_SocialMedia,CyberThreat_KnownWebsites,0.07,-0.05
566,-0.12,PastVictim_Phishing,PastVictim_IDTheft,0.55,0.43
565,-0.12,PastVictim_Phishing,PastVictim_CyStalk,0.5,0.38
563,-0.12,PastVictim_Phishing,PastVictim_APT,0.55,0.43
518,-0.12,PastVictim_Scareware,FutureVictim_CyStalk,0.29,0.17
520,-0.12,PastVictim_Scareware,PastInfo_SecAgencySites,0.25,0.13
557,-0.12,PastVictim_Phishing,Knows_CERTb,0.23,0.11
472,-0.12,PastVictim_IDTheft,PastInfo_SoftwareSites,0.21,0.09
527,-0.12,PastVictim_Spyware,CyberThreat_Education,0.18,0.06
554,-0.12,PastVictim_Phishing,Knows_HGI,0.31,0.19
528,-0.12,PastVictim_Spyware,CyberThreat_CyberWar,0.24,0.12
535,-0.12,PastVictim_Spyware,PastVictim_Doxing,0.61,0.49
551,-0.12,PastVictim_Phishing,CyberThreat_CyberCrimeJustice,0.1,-0.02
550,-0.12,PastVictim_Phishing,CyberThreat_LEACompetence,0.09,-0.03
1230,-0.12,PastInfo_Messenger,FutureVictim_SocMedHack,0.2,0.08
536,-0.12,PastVictim_Spyware,PastHelp_PCShop,0.21,0.09
537,-0.12,PastVictim_Spyware,PastHelp_PrivateMed,0.29,0.17
544,-0.12,PastVictim_Spyware,PastInfo_SecNewSites,0.28,0.16
514,-0.12,PastVictim_Scareware,PastHelp_EmployerIT,0.23,0.11
574,-0.12,PastVictim_Phishing,FutureInfo_SecAgencySites,0.08,-0.04
577,-0.12,PastVictim_Doxing,CyberThreat_CyberWar,0.15,0.03
503,-0.12,PastVictim_Scareware,Knows_PWDay,0.24,0.12
473,0.12,PastVictim_IDTheft,FutureInfo_Fam,-0.03,0.09
611,-0.12,PastVictim_SocEng,Knows_CERTv,0.38,0.26
1215,-0.12,PastInfo_MicroBlog,PastHelp_EmployerIT,0.29,0.17
605,-0.12,PastVictim_SocEng,Knows_HGI,0.43,0.31
478,-0.12,PastVictim_Ransomware,PastVictim_Phishing,0.43,0.31
602,-0.12,PastVictim_SocEng,Knows_Zitis,0.33,0.21
481,-0.12,PastVictim_Ransomware,PastHelp_Police,0.07,-0.05
1216,-0.12,PastInfo_MicroBlog,PastHelp_PCShop,0.22,0.1
1245,-0.12,FutureInfo_Publication,CyberThreat_Helpless,0.04,-0.08
484,-0.12,PastVictim_ShopScam,Knows_ENISA,0.22,0.1
597,-0.12,PastVictim_Doxing,FutureInfo_Podcast,0.15,0.03
1219,-0.12,PastInfo_MicroBlog,FutureVictim_Scareware,0.21,0.09
593,-0.12,PastVictim_Doxing,FutureVictim_Scareware,0.26,0.14
491,-0.12,PastVictim_ShopScam,PastInfo_SecNewSites,0.18,0.06
495,-0.12,PastVictim_Scareware,CyberThreat_CyberCrimeJustice,0.19,0.07
1221,-0.12,PastInfo_MicroBlog,FutureInfo_MicroBlog,0.2,0.08
496,-0.12,PastVictim_Scareware,Knows_CERTl,0.29,0.17
1222,-0.12,PastInfo_Multimedia,FutureVictim_DDoS,0.21,0.09
498,-0.12,PastVictim_Scareware,Knows_Zitis,0.27,0.15
1241,-0.12,PastInfo_InstalledSoftware,FutureVictim_SocMedHack,0.08,-0.04
395,-0.12,PastVictim_APT,FutureVictim_DDoS,0.28,0.16
430,-0.12,PastVictim_Spam,FutureVictim_IDTheft,0.27,0.15
751,-0.12,PastHelp_PCShop,Knows_BSI,0.14,0.02
1177,-0.12,PastInfo_Publication,FutureVictim_Doxing,0.18,0.06
1297,0.12,RelInfo_SecHomeNetwork,RelInfo_CurrentSpamCampaigns,0.29,0.41
300,-0.12,Knows_CSECDay,FutureVictim_APT,0.14,0.02
301,-0.12,Knows_CSECDay,FutureVictim_ShopScam,0.11,-0.01
757,-0.12,PastHelp_PCShop,Knows_HGI,0.17,0.05
305,-0.12,PastVictim_Virus,Knows_PWDay,0.18,0.06
1292,-0.12,RelInfo_SecAccounts,CyberThreat_SelfDefense,0.04,-0.08
753,-0.12,PastHelp_PCShop,Knows_Europol,0.16,0.04
1179,-0.12,PastInfo_Publication,FutureVictim_SocMedHack,0.1,-0.02
312,-0.12,PastVictim_Virus,FutureInfo_SecAgencySites,0.07,-0.05
313,-0.12,PastVictim_DDoS,CyberThreat_CyberWar,0.17,0.05
314,-0.12,PastVictim_DDoS,Knows_CODE,0.36,0.24
1291,-0.12,RelInfo_SecShopping,RelInfo_SecAccounts,0.69,0.57
745,-0.12,PastHelp_EmployerIT,FutureVictim_ShopScam,0.2,0.08
316,-0.12,PastVictim_DDoS,Knows_CERTv,0.37,0.25
320,-0.12,PastVictim_DDoS,PastHelp_Police,0.11,-0.01
325,-0.12,PastVictim_DDoS,FutureVictim_Sidechannel,0.3,0.18
327,-0.12,PastVictim_DDoS,FutureVictim_Scareware,0.27,0.15
739,-0.12,PastHelp_EmployerIT,PastHelp_ConsOffice,0.39,0.27
763,-0.12,PastHelp_PCShop,Knows_CyberMonth,0.19,0.07
765,-0.12,PastHelp_PCShop,Knows_DigDay,0.19,0.07
737,-0.12,PastHelp_EmployerIT,Knows_CyberMonth,0.25,0.13
766,-0.12,PastHelp_PCShop,Knows_CSECDay,0.19,0.07
802,-0.12,PastHelp_PrivateMed,Knows_ACS,0.33,0.21
800,-0.12,PastHelp_PrivateMed,Knows_CODE,0.34,0.22
798,-0.12,PastHelp_PrivateMed,CyberThreat_Uninformed,0.03,-0.09
1305,0.12,RelInfo_SecSocialMedia,PastInfo_SecAgencySites,-0.04,0.08
793,-0.12,PastHelp_PublicMed,FutureVictim_IDTheft,0.18,0.06
269,-0.12,Knows_PWDay,CyberThreat_Danger,0.14,0.02
272,-0.12,Knows_PWDay,Knows_BSI,0.46,0.34
274,-0.12,Knows_PWDay,Knows_CISPA,0.4,0.28
784,-0.12,PastHelp_PublicMed,PastHelp_Police,0.29,0.17
779,-0.12,PastHelp_PCShop,FutureVictim_ShopScam,0.11,-0.01
778,-0.12,PastHelp_PCShop,FutureVictim_Ransomware,0.14,0.02
1300,0.12,RelInfo_SecSmartHome,FutureInfo_MicroBlog,-0.07,0.05
288,-0.12,Knows_DigDay,Knows_BSI,0.4,0.28
774,-0.12,PastHelp_PCShop,FutureVictim_Spam,0.11,-0.01
291,-0.12,Knows_DigDay,FutureVictim_Scareware,0.15,0.03
292,-0.12,Knows_DigDay,FutureVictim_Doxing,0.16,0.04
770,-0.12,PastHelp_PCShop,FutureVictim_DDoS,0.18,0.06
768,-0.12,PastHelp_PCShop,PastHelp_IntExperts,0.44,0.32
296,-0.12,Knows_CSECDay,Knows_Athene,0.58,0.46
738,-0.12,PastHelp_EmployerIT,Knows_PWDay,0.25,0.13
1232,-0.12,PastInfo_Messenger,FutureInfo_Messenger,0.25,0.13
717,-0.12,PastHelp_Provider,FutureVictim_Phishing,0.16,0.04
718,-0.12,PastHelp_Provider,FutureVictim_SocMedHack,0.14,0.02
1278,-0.12,RelInfo_DataBreakdown,FutureVictim_SocMedHack,0.17,0.05
731,-0.12,PastHelp_EmployerIT,Knows_BKA,0.2,0.08
727,-0.12,PastHelp_ConsOffice,FutureVictim_Phishing,0.16,0.04
334,-0.12,PastVictim_DDoS,PastInfo_Publication,0.32,0.2
1275,-0.12,RelInfo_ImportantUpdate,FutureVictim_SocEng,0.14,0.02
331,-0.12,PastVictim_DDoS,FutureVictim_SocEng,0.23,0.11
338,-0.12,PastVictim_PerfTheft,CyberThreat_CyberCrimeJustice,0.28,0.16
330,-0.12,PastVictim_DDoS,FutureVictim_Doxing,0.28,0.16
724,-0.12,PastHelp_ConsOffice,FutureVictim_APT,0.17,0.05
1280,-0.12,RelInfo_BestPractice,PastVictim_CyBully,0.08,-0.04
1284,-0.12,RelInfo_SecBanking,Gender,0.13,0.01
335,-0.12,PastVictim_DDoS,PastInfo_Newsletter,0.28,0.16
1285,0.12,RelInfo_SecBanking,PastHelp_Police,0.05,0.17
1342,-0.11,Sum_Fear,PastVictim_Spam,0.28,0.17
1223,-0.11,PastInfo_Multimedia,FutureVictim_SocMedHack,0.25,0.14
1238,-0.11,PastInfo_Podcast,FutureInfo_SocialMedia,0.09,-0.02
1102,-0.11,Uses_DriveBackup,PastInfo_InstalledSoftware,0.36,0.25
1164,-0.11,PastInfo_Press,FutureVictim_DDoS,0.19,0.08
1299,-0.11,RelInfo_SecHomeNetwork,RelInfo_SecAccounts,0.6,0.49
1103,-0.11,Uses_CloudBackup,Usage_Laptop,0.16,0.05
1239,-0.11,PastInfo_InstalledSoftware,FutureVictim_Sidechannel,0.15,0.04
1134,-0.11,PastInfo_School,Knows_CODE,0.29,0.18
1190,-0.11,PastInfo_SecNewSites,Knows_HGI,0.37,0.26
1240,-0.11,PastInfo_InstalledSoftware,FutureVictim_Phishing,0.09,-0.02
1282,-0.11,RelInfo_BestPractice,FutureVictim_SocMedHack,0.21,0.1
1319,-0.11,Sum_institution_knowledge,CyberThreat_Uninformed,-0.1,-0.21
1106,-0.11,Uses_CloudBackup,Uses_Camcover,0.2,0.09
1149,-0.11,PastInfo_Fam,Knows_Kastel,0.23,0.12
1107,-0.11,Uses_CloudBackup,PastInfo_School,0.29,0.18
1269,-0.11,RelInfo_SecGap,FutureVictim_Scareware,0.16,0.05
1283,0.11,RelInfo_BestPractice,FutureInfo_Press,-0.09,0.02
1242,-0.11,FutureInfo_Publication,CyberThreat_Risk4Individual,0.05,-0.06
1322,-0.11,Sum_institution_knowledge,PastHelp_Colleague,0.25,0.14
1281,-0.11,RelInfo_BestPractice,PastVictim_CyStalk,0.07,-0.04
1302,0.11,RelInfo_SecSmartHome,RelInfo_RecHelp,0.29,0.4
1166,-0.11,PastInfo_Press,FutureVictim_SocMedHack,0.14,0.03
1099,-0.11,Uses_DriveBackup,Knows_Athene,0.19,0.08
1387,-0.11,Sum_Info_Width,FutureVictim_SocMedHack,0.19,0.08
1148,-0.11,PastInfo_Fam,Knows_CODE,0.22,0.11
1086,-0.11,Uses_Camcover,FutureVictim_PerfTheft,0.13,0.02
1234,-0.11,PastInfo_Newsletter,FutureVictim_DDoS,0.13,0.02
1309,0.11,RelInfo_Checklist,Knows_Heise,-0.02,0.09
1385,-0.11,Sum_Info_Width,Knows_Athene,0.42,0.31
1382,-0.11,Sum_SecurityLevel,PastInfo_Multimedia,0.27,0.16
1381,-0.11,Sum_SecurityLevel,PastInfo_School,0.31,0.2
1231,0.11,PastInfo_Messenger,FutureInfo_TV,-0.05,0.06
1308,-0.11,RelInfo_SecDevice,Knows_Zitis,-0.02,-0.13
1338,-0.11,Sum_Fear,Knows_MPI,0.18,0.07
1094,-0.11,Uses_Camcover,PastInfo_WarningApps,0.21,0.1
1236,0.11,PastInfo_Newsletter,FutureInfo_TV,-0.07,0.04
1192,-0.11,PastInfo_SecNewSites,Knows_Kastel,0.35,0.24
1341,-0.11,Sum_Fear,PastVictim_APT,0.31,0.2
1096,-0.11,Uses_Camcover,Sum_SecurityLevel,0.47,0.36
1145,-0.11,PastInfo_Fam,Knows_CERTl,0.22,0.11
1227,0.11,PastInfo_SocialMedia,FutureVictim_CyBully,0.19,0.3
1377,-0.11,Sum_SecurityLevel,FutureVictim_Phishing,0.14,0.03
1303,-0.11,RelInfo_SecEmail,PastVictim_Sidechannel,-0.05,-0.16
1188,-0.11,PastInfo_SecNewSites,Knows_ENISA,0.37,0.26
1301,0.11,RelInfo_SecSmartHome,RelInfo_Checklist,0.25,0.36
1110,-0.11,Uses_CloudBackup,PastInfo_SecNewSites,0.29,0.18
1218,-0.11,PastInfo_MicroBlog,FutureVictim_Sidechannel,0.23,0.12
1152,-0.11,PastInfo_Fam,Knows_CyberMonth,0.24,0.13
1253,-0.11,RelInfo_CurrentSpamCampaigns,PastVictim_PerfTheft,0.01,-0.1
1266,0.11,RelInfo_NewMalware,PastInfo_Press,0.1,0.21
1211,-0.11,PastInfo_SecSoftwareSites,FutureVictim_CyStalk,0.17,0.06
1254,-0.11,RelInfo_CurrentSpamCampaigns,PastVictim_Sidechannel,0.04,-0.07
1358,-0.11,Sum_SecurityLevel,Knows_Athene,0.26,0.15
1255,-0.11,RelInfo_CurrentSpamCampaigns,PastVictim_Doxing,0.06,-0.05
1156,-0.11,PastInfo_Fam,PastHelp_BSI,0.18,0.07
1356,-0.11,Sum_Fear,FutureInfo_Publication,0.08,-0.03
1125,-0.11,Uses_SafeSearchEng,Uses_EncrMessenger,0.38,0.27
1355,-0.11,Sum_Fear,PastInfo_Publication,0.26,0.15
1126,-0.11,Uses_SafeSearchEng,Uses_2FA,0.31,0.2
1185,-0.11,PastInfo_SecAgencySites,Knows_ENISA,0.42,0.31
1329,-0.11,Sum_Victim,PastHelp_PCShop,0.15,0.04
1259,-0.11,RelInfo_CurrentSpamCampaigns,PastHelp_Colleague,0.15,0.04
1260,-0.11,RelInfo_CurrentSpamCampaigns,FutureVictim_CyBully,0.17,0.06
1261,-0.11,RelInfo_CurrentSpamCampaigns,FutureVictim_CyStalk,0.17,0.06
1208,-0.11,PastInfo_SecSoftwareSites,FutureVictim_PerfTheft,0.17,0.06
1353,-0.11,Sum_Fear,PastHelp_Family,0.19,0.08
1183,-0.11,PastInfo_Radio,PastInfo_MicroBlog,0.33,0.22
1154,-0.11,PastInfo_Fam,Knows_DigDay,0.24,0.13
1130,-0.11,PastInfo_School,CyberThreat_InformationSource,0.16,0.05
1330,-0.11,Sum_Victim,PastHelp_IntExperts,0.23,0.12
1264,-0.11,RelInfo_NewMalware,FutureVictim_Doxing,0.16,0.05
1184,-0.11,PastInfo_Radio,FutureInfo_SocialMedia,0.03,-0.08
1132,-0.11,PastInfo_School,Knows_BKA,0.22,0.11
1263,-0.11,RelInfo_CurrentSpamCampaigns,PastInfo_MicroBlog,0.09,-0.02
1333,-0.11,Sum_Fear,CyberThreat_Education,0.23,0.12
1310,0.11,RelInfo_Tutorial,Knows_Heise,-0.09,0.02
1123,-0.11,Uses_SafeSearchEng,PastHelp_EmployerIT,0.26,0.15
1368,-0.11,Sum_SecurityLevel,PastHelp_CERTl,0.23,0.12
1286,-0.11,RelInfo_SecBanking,RelInfo_SecAccounts,0.6,0.49
1351,-0.11,Sum_Fear,PastHelp_Forum,0.3,0.19
1113,-0.11,Uses_CloudBackup,Sum_Info_Width,0.36,0.25
1114,-0.11,Uses_SafeSearchEng,CyberThreat_SelfDefense,0.22,0.11
1187,0.11,PastInfo_SecAgencySites,FutureInfo_Multimedia,-0.06,0.05
1199,-0.11,PastInfo_SoftwareSites,Knows_CERTv,0.34,0.23
1115,-0.11,Uses_SafeSearchEng,Knows_ENISA,0.35,0.24
1295,0.11,RelInfo_SecHomeNetwork,Knows_Heise,-0.04,0.07
1246,-0.11,FutureInfo_Publication,FutureInfo_Press,0.09,-0.02
1324,-0.11,Sum_institution_knowledge,Sum_Fear,0.29,0.18
1268,-0.11,RelInfo_SecGap,FutureVictim_CyBully,0.09,-0.02
1117,-0.11,Uses_SafeSearchEng,Knows_BKA,0.2,0.09
1214,-0.11,PastInfo_MicroBlog,CyberThreat_KnownWebsites,0.05,-0.06
1252,0.11,FutureInfo_WarningApps,FutureInfo_MicroBlog,-0.08,0.03
1267,-0.11,RelInfo_SecGap,FutureVictim_PerfTheft,0.14,0.03
1326,-0.11,Sum_Victim,PastVictim_DDoS,0.49,0.38
1366,-0.11,Sum_SecurityLevel,PastVictim_SocEng,0.19,0.08
1161,-0.11,PastInfo_Fam,FutureVictim_PerfTheft,0.18,0.07
1119,-0.11,Uses_SafeSearchEng,Knows_HGI,0.35,0.24
1120,-0.11,Uses_SafeSearchEng,Knows_Kastel,0.33,0.22
1365,-0.11,Sum_SecurityLevel,PastVictim_Phishing,0.18,0.07
1271,-0.11,RelInfo_SecGap,FutureVictim_SocEng,0.18,0.07
1328,-0.11,Sum_Victim,PastVictim_SocMedHack,0.53,0.42
1186,-0.11,PastInfo_SecAgencySites,FutureVictim_APT,0.21,0.1
1251,-0.11,FutureInfo_WarningApps,FutureInfo_Press,-0.06,-0.17
1202,-0.11,PastInfo_SoftwareSites,FutureVictim_CyStalk,0.19,0.08
0,-0.11,Usage_Laptop,CyberThreat_Uninformed,0.04,-0.07
1084,-0.11,Uses_Camcover,Usage_SmartSpeaker,0.1,-0.01
342,-0.11,PastVictim_PerfTheft,Knows_MPI,0.28,0.17
310,-0.11,PastVictim_Virus,FutureVictim_Virus,0.37,0.26
315,-0.11,PastVictim_DDoS,Knows_CERTb,0.32,0.21
322,-0.11,PastVictim_DDoS,PastHelp_ConsOffice,0.18,0.07
329,-0.11,PastVictim_DDoS,FutureVictim_Phishing,0.23,0.12
333,-0.11,PastVictim_DDoS,PastInfo_Fam,0.21,0.1
340,-0.11,PastVictim_PerfTheft,Knows_Athene,0.39,0.28
341,-0.11,PastVictim_PerfTheft,Knows_Kastel,0.44,0.33
344,-0.11,PastVictim_PerfTheft,Knows_DigDay,0.41,0.3
1080,-0.11,Uses_AppUpdates,PastInfo_Podcast,0.03,-0.08
345,-0.11,PastVictim_PerfTheft,Knows_CSECDay,0.39,0.28
353,-0.11,PastVictim_PerfTheft,FutureVictim_IDTheft,0.23,0.12
356,-0.11,PastVictim_PerfTheft,FutureVictim_Phishing,0.15,0.04
357,-0.11,PastVictim_PerfTheft,FutureVictim_Doxing,0.26,0.15
358,-0.11,PastVictim_PerfTheft,FutureVictim_SocMedHack,0.2,0.09
360,-0.11,PastVictim_PerfTheft,PastInfo_Radio,0.26,0.15
362,-0.11,PastVictim_APT,Degree,0.16,0.05
309,-0.11,PastVictim_Virus,PastHelp_IntExperts,0.18,0.07
304,-0.11,PastVictim_Virus,Degree,0.1,-0.01
303,-0.11,Knows_CSECDay,FutureVictim_SocEng,0.13,0.02
298,-0.11,Knows_CSECDay,FutureVictim_Virus,0.04,-0.07
256,-0.11,Knows_Heise,CyberThreat_Danger,0.14,0.03
257,-0.11,Knows_Heise,Knows_Athene,0.44,0.33
260,-0.11,Knows_Heise,Knows_CERTb,0.57,0.46
264,-0.11,Knows_CyberMonth,CyberThreat_KnownWebsites,0.09,-0.02
266,-0.11,Knows_CyberMonth,Knows_BKA,0.26,0.15
267,-0.11,Knows_CyberMonth,Knows_Athene,0.63,0.52
268,0.11,Knows_PWDay,Age,-0.21,-0.1
270,-0.11,Knows_PWDay,CyberThreat_Uninformed,-0.04,-0.15
275,-0.11,Knows_PWDay,Knows_ACS,0.52,0.41
279,-0.11,Knows_PWDay,FutureVictim_Sidechannel,0.1,-0.01
285,-0.11,Knows_PWDay,FutureInfo_Fam,0.02,-0.09
286,-0.11,Knows_DigDay,CyberThreat_Danger,0.12,0.01
287,-0.11,Knows_DigDay,CyberThreat_CyberCrimeJustice,0.22,0.11
293,-0.11,Knows_DigDay,FutureInfo_Podcast,0.09,-0.02
297,-0.11,Knows_CSECDay,Knows_CERTv,0.59,0.48
363,-0.11,PastVictim_APT,CyberThreat_Danger,0.16,0.05
365,-0.11,PastVictim_APT,CyberThreat_InformationSource,0.2,0.09
369,-0.11,PastVictim_APT,Knows_Europol,0.2,0.09
452,-0.11,PastVictim_CyStalk,Knows_Europol,0.16,0.05
458,-0.11,PastVictim_CyStalk,PastHelp_IntExperts,0.28,0.17
460,-0.11,PastVictim_CyStalk,FutureVictim_SocMedHack,0.23,0.12
468,-0.11,PastVictim_IDTheft,PastVictim_Doxing,0.55,0.44
469,-0.11,PastVictim_IDTheft,PastHelp_EmployerIT,0.24,0.13
474,-0.11,PastVictim_Ransomware,Knows_CISPA,0.14,0.03
476,-0.11,PastVictim_Ransomware,PastVictim_DDoS,0.35,0.24
482,-0.11,PastVictim_Ransomware,PastHelp_EmployerIT,0.14,0.03
492,-0.11,PastVictim_ShopScam,FutureInfo_SecNewSites,0.05,-0.06
493,-0.11,PastVictim_ShopScam,FutureInfo_Messenger,0.14,0.03
494,0.11,PastVictim_Scareware,Age,-0.15,-0.04
499,-0.11,PastVictim_Scareware,Knows_CISPA,0.25,0.14
500,-0.11,PastVictim_Scareware,Knows_CODE,0.32,0.21
508,-0.11,PastVictim_Scareware,PastVictim_CyStalk,0.45,0.34
454,-0.11,PastVictim_CyStalk,PastVictim_CyBully,0.64,0.53
450,-0.11,PastVictim_CyStalk,Knows_BSI,0.15,0.04
380,-0.11,PastVictim_APT,Knows_CERTv,0.46,0.35
448,-0.11,PastVictim_CyStalk,CyberThreat_Education,0.15,0.04
386,-0.11,PastVictim_APT,PastHelp_CERTl,0.41,0.3
388,-0.11,PastVictim_APT,PastHelp_Manuf,0.23,0.12
402,-0.11,PastVictim_APT,PastInfo_SoftwareSites,0.28,0.17
410,-0.11,PastVictim_Sidechannel,Knows_BSI,0.23,0.12
422,-0.11,PastVictim_Sidechannel,FutureVictim_Scareware,0.31,0.2
426,-0.11,PastVictim_Sidechannel,FutureInfo_SoftwareSites,0.02,-0.09
432,-0.11,PastVictim_Spam,PastInfo_InstalledSoftware,0.09,-0.02
433,-0.11,PastVictim_CyBully,CyberThreat_Danger,0.12,0.01
436,-0.11,PastVictim_CyBully,Knows_Europol,0.17,0.06
437,-0.11,PastVictim_CyBully,Knows_MPI,0.18,0.07
438,-0.11,PastVictim_CyBully,Knows_PWDay,0.24,0.13
441,-0.11,PastVictim_CyBully,PastHelp_PublicMed,0.3,0.19
443,-0.11,PastVictim_CyBully,PastInfo_SecAgencySites,0.23,0.12
445,-0.11,PastVictim_CyBully,FutureInfo_Messenger,0.09,-0.02
447,-0.11,PastVictim_CyStalk,CyberThreat_Danger,0.12,0.01
250,-0.11,Knows_CERTv,CyberThreat_Risk4Individual,0.04,-0.07
244,-0.11,Knows_CERTb,Knows_BSI,0.51,0.4
53,-0.11,Usage_Console,Knows_BKA,0.1,-0.01
62,-0.11,Usage_Console,PastVictim_Spyware,0.24,0.13
63,-0.11,Usage_Console,PastVictim_Phishing,0.24,0.13
64,-0.11,Usage_Console,PastHelp_ConsOffice,0.06,-0.05
65,-0.11,Usage_Console,PastHelp_EmployerIT,0.23,0.12
67,-0.11,Usage_Console,PastHelp_PublicMed,0.15,0.04
68,-0.11,Usage_Console,PastHelp_PrivateMed,0.19,0.08
69,-0.11,Usage_Console,PastHelp_IntExperts,0.2,0.09
71,-0.11,Usage_Console,PastInfo_Newsletter,0.1,-0.01
74,-0.11,Usage_SmartLights,Usage_Console,0.37,0.26
77,-0.11,Usage_SmartLights,PastHelp_Family,0.05,-0.06
78,-0.11,Usage_SmartLights,PastInfo_Multimedia,0.29,0.18
80,-0.11,Usage_SmartLights,FutureInfo_SoftwareSites,0.09,-0.02
87,-0.11,Usage_SmartHeater,Knows_CODE,0.34,0.23
61,-0.11,Usage_Console,PastVictim_Scareware,0.25,0.14
47,-0.11,Usage_Console,CyberThreat_KnownWebsites,-0.01,-0.12
44,-0.11,Usage_SmartTV,PastVictim_Spam,0.1,-0.01
2,-0.11,Usage_Laptop,Knows_ACS,0.2,0.09
5,-0.11,Usage_Laptop,FutureVictim_Scareware,0.17,0.06
6,-0.11,Usage_Laptop,FutureVictim_Spyware,0.12,0.01
7,-0.11,Usage_Laptop,FutureVictim_Doxing,0.15,0.04
9,-0.11,Usage_Laptop,PastInfo_School,0.23,0.12
10,0.11,Usage_Laptop,PastInfo_SecNewSites,0.14,0.25
11,-0.11,Usage_Laptop,PastInfo_Multimedia,0.15,0.04
13,-0.11,Usage_Laptop,FutureInfo_Publication,0.09,-0.02
17,-0.11,Usage_Smartphone,PastInfo_Fam,0.15,0.04
28,-0.11,Usage_SmartWatch,CyberThreat_GERPreparedness,0.14,0.03
29,-0.11,Usage_SmartWatch,Knows_CISPA,0.13,0.02
34,-0.11,Usage_SmartWatch,PastInfo_Press,0.16,0.05
35,-0.11,Usage_SmartWatch,FutureInfo_Fam,0.05,-0.06
37,-0.11,Usage_SmartCar,CyberThreat_CyberCrimeJustice,0.15,0.04
38,-0.11,Usage_SmartCar,PastVictim_DDoS,0.34,0.23
94,-0.11,Usage_SmartHeater,PastVictim_ShopScam,0.26,0.15
98,-0.11,Usage_SmartHeater,PastHelp_PrivateMed,0.27,0.16
240,-0.11,Knows_MPI,FutureVictim_Phishing,0.04,-0.07
169,-0.11,Knows_ProPK,Knows_CERTb,0.49,0.38
173,-0.11,Knows_Zitis,CyberThreat_FearCyberWar,0.12,0.01
184,-0.11,Knows_Zitis,Knows_CERTb,0.59,0.48
190,-0.11,Knows_Zitis,FutureVictim_SocMedHack,0.06,-0.05
198,-0.11,Knows_CISPA,Knows_ACS,0.47,0.36
201,-0.11,Knows_HGI,CyberThreat_InformationSource,0.23,0.12
209,-0.11,Knows_HGI,FutureVictim_DDoS,0.13,0.02
213,-0.11,Knows_CODE,Knows_Athene,0.65,0.54
215,-0.11,Knows_CODE,Knows_CERTb,0.62,0.51
217,-0.11,Knows_Kastel,CyberThreat_InformationSource,0.25,0.14
222,-0.11,Knows_Kastel,Knows_CAZ,0.55,0.44
229,-0.11,Knows_Kastel,Knows_CyberMonth,0.65,0.54
234,-0.11,Knows_MPI,Knows_CERTb,0.48,0.37
235,-0.11,Knows_MPI,Knows_CERTv,0.51,0.4
172,-0.11,Knows_Zitis,CyberThreat_InformationSource,0.31,0.2
165,-0.11,Knows_ProPK,Knows_CERTl,0.52,0.41
101,-0.11,Usage_SmartHeater,FutureInfo_Multimedia,0.08,-0.03
161,0.11,Knows_Europol,FutureInfo_SecAgencySites,0.01,0.12
103,-0.11,Usage_SmartSpeaker,Usage_SmartHeater,0.39,0.28
107,-0.11,CyberThreat_KnownWebsites,CyberThreat_GERCounterAttack,0.1,-0.01
