BEREINIGEN;i_NUMBER;i_TAN;i_START;i_END;i_TIME;i_STATUS;i_ST_TXT;current_Q;FZustimmung;F2;F3;F4;F5;F6;F7A1_1;F7A2_1;F7A3_1;F7A4_1;F7A5_1;F7A6_1;F7A7_1;F7A8_1;F7A9_1;F7A10_1;F7A11_1;F7A12_1;F8A1_1;F8A2_1;F8A3_1;F8A4_1;F8A5_1;F8A6_1;F8A7_1;F8A8_1;F8A9_1;F8A10_1;F8A11_1;F8A12_1;F8A13_1;F8A14_1;F8A15_1;F8A16_1;F8A17_1;F8A18_1;F9A1_1;F9A2_1;F9A3_1;F9A4_1;F9A5_1;F9A6_1;F9A7_1;F9A8_1;F9A9_1;F9A10_1;F9A11_1;F9A12_1;F9A13_1;F9A14_1;F9A15_1;F9A16_1;F9A17_1;F9A18_1;F9A19_1;F9A20_1;F9A21_1;F9A22_1;F9A23_1;F10A1_1;F10A2_1;F10A3_1;F10A4_1;F10A5_1;F10A6_1;F10A7_1;F10A8_1;F10A9_1;F10A10_1;F10A11_1;F10A12_1;F10A13_1;F10A14_1;F10A15_1;F10A16_1;F10A17_1;F11A1_1;F11A2_1;F11A3_1;F11A4_1;F11A5_1;F11A6_1;F11A7_1;F11A8_1;F11A9_1;F11A10_1;F11A11_1;F11A12_1;F11A13_1;F11A14_1;F11A15_1;F11A16_1;F12A1_1;F12A2_1;F12A3_1;F12A4_1;F12A5_1;F12A6_1;F12A7_1;F12A8_1;F12A9_1;F12A10_1;F12A11_1;F12A12_1;F12A13_1;F12A14_1;F12A15_1;F12A16_1;F12A17_1;F13A1_1;F13A2_1;F13A3_1;F13A4_1;F13A5_1;F13A6_1;F13A7_1;F13A8_1;F13A9_1;F13A10_1;F13A11_1;F13A12_1;F13A13_1;F13A14_1;F13A15_1;F13A16_1;F13A17_1;F13A18_1;F13A19_1;F13A20_1;F13A21_1;F13A22_1;F13A23_1;F13A24_1;F13A25_1;F13A26_1;F13A27_1;F13A28_1;F14A1_1;F14A2_1;F14A3_1;F14A4_1;F14A5_1;F14A6_1;F14A7_1;F14A8_1;F14A9_1;F14A10_1;F14A11_1;F14A12_1;F14A13_1;F14A14_1;F14A15_1;F14A16_1;F14A17_1;F14A18_1;F14A19_1;F15A1;F15A2;F15A3;F15A4;F15A5;F15A6;F15A7;F15A8;F15A9;F15A10;F15A11;F15A12;F15A13;F15A14;F15A15;F15A16;F15A17;F15A18;F15A19;F16A1_1;F16A2_1;F16A3_1;F16A4_1;F16A5_1;F16A6_1;F16A7_1;F16A8_1;F16A9_1;F16A10_1;F16A11_1;F16A12_1;F16A13_1;F16A14_1;F16A15_1;F16A16_1;F16A17_1;F16A18_1;F16A19_1;F17A1_1;F17A2_1;F17A3_1;F17A4_1;F17A5_1;F17A6_1;F17A7_1;F17A8_1;F17A9_1;F17A10_1;F17A11_1;F17A12_1;F18A1_1;F18A2_1;F18A3_1;F18A4_1;F18A5_1;F18A6_1;F18A7_1;F18A8_1;F18A9_1;F18A10_1;F18A11_1;F18A12_1;F19A1_1;F19A2_1;F19A3_1;F19A4_1;F19A5_1;F19A6_1;F19A7_1;F19A8_1;F19A9_1;F20A1_1;F20A2_1;F20A3_1;F20A4_1;F20A5_1;F20A6_1;F20A7_1;F20A8_1
0.00;8137;8137;07.05.2023 20:06;07.05.2023 20:39;2023;5;;21;1;3;1;4;1;4;3;2;2;2;1;1;3;2;2;1;1;2;2;5;2;4;5;1;5;4;1;2;1;2;5;2;5;2;2;1;1;4;1;1;2;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;1;1;1;1;1;1;3;4;2;1;1;1;1;1;1;1;3;1;1;1;1;2;2;1;1;1;1;3;2;1;1;2;2;5;1;1;2;5;5;5;4;5;3;4;1;4;5;5;2;3;5;1;2;3;1;1;1;1;1;2;2;2;1;2;1;1;1;1;1;2;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2;5;5;3;4;4;2;2;1;2;3;1;4;1;1;1;1;4;1;1;5;2;3;5;5;2;3;2;1;1;2;2;2;2;2;2;1;2;2;1;1;4;5;3;5;5;1;5;3;5;7;7;7;7;7;5;7;7
0.00;8141;8141;07.05.2023 20:15;07.05.2023 20:24;521;5;;21;1;2;2;6;10;6;2;1;3;3;2;2;2;2;2;1;1;1;4;4;3;4;4;4;4;4;3;3;2;2;4;4;3;1;1;2;2;1;4;2;5;3;3;1;1;2;2;1;2;4;4;1;2;1;4;4;1;1;2;3;5;1;2;3;6;5;2;2;6;2;3;1;2;1;1;3;1;1;1;2;2;2;1;2;2;2;3;3;2;3;1;2;3;5;3;6;3;2;2;3;5;5;5;4;2;4;6;5;3;2;3;4;4;3;3;3;2;2;4;2;3;2;4;2;3;4;2;3;4;3;4;4;4;3;3;3;2;3;4;3;3;2;3;2;1;2;2;2;3;3;4;2;4;3;2;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5;3;4;3;3;5;4;4;5;4;4;4;3;4;3;3;3;4;3;4;5;3;4;3;4;4;4;4;5;5;2;2;2;2;2;2;2;2;1;2;2;2;3;5;4;2;2;4;3;4;4;3;5;6;3;5;4;3;4
0.00;8145;8145;07.05.2023 20:38;07.05.2023 20:53;927;5;;21;1;2;2;6;10;1;4;1;2;1;1;1;1;1;1;1;1;1;4;4;2;4;4;1;3;4;4;4;3;3;4;2;2;1;3;2;1;2;4;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;2;2;3;2;2;2;5;2;2;2;2;2;2;1;1;2;2;2;2;1;3;2;3;2;1;3;1;1;4;1;1;5;2;2;5;5;1;1;1;5;2;3;4;2;3;1;4;5;4;1;2;5;5;1;1;5;4;2;4;2;3;1;3;4;3;3;3;4;5;3;3;1;4;5;2;5;2;1;5;3;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;3;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;4;5;3;5;4;5;3;2;1;1;3;1;4;4;5;5;5;3;2;2;1;1;2;4;3;3;1;4;3;3;1;1;2;1;2;2;2;1;2;2;2;2;1;2;5;3;2;5;1;4;4;6;6;7;7;6;6;6;6
0.00;8146;8146;07.05.2023 20:43;07.05.2023 21:03;1196;5;;21;1;5;1;3;9;5;2;1;4;4;1;1;1;2;1;1;1;4;5;5;5;5;1;1;4;5;5;4;1;2;3;2;3;2;3;1;1;5;4;1;5;3;1;3;1;3;1;1;1;2;1;1;1;5;1;1;1;1;2;2;4;2;2;2;6;2;2;2;2;2;6;2;2;2;2;2;3;1;1;3;3;1;1;1;1;1;3;1;1;3;3;2;1;4;2;2;2;6;2;2;1;1;2;2;1;1;2;2;2;5;1;1;1;5;5;1;5;5;1;1;1;3;4;5;5;1;2;1;1;2;4;5;1;4;5;1;5;1;1;4;1;2;2;3;3;3;3;1;1;1;1;1;2;1;1;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;3;5;5;5;5;1;1;5;5;5;5;1;1;1;1;2;2;2;2;2;2;2;2;2;2;6;6;1;6;5;5;6;5;4;7;7;7;7;7;7;7;7
0.00;8147;8147;07.05.2023 20:46;07.05.2023 21:07;1241;5;;21;1;3;1;4;7;4;4;1;4;1;1;1;3;1;3;1;1;1;5;4;4;4;2;2;3;3;3;5;4;2;3;3;2;3;3;3;1;2;3;1;3;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;2;2;2;2;2;5;2;2;2;2;2;2;2;2;2;2;2;5;2;5;3;2;5;1;3;2;2;2;2;1;4;3;4;3;2;2;2;2;3;2;2;2;2;3;2;2;2;2;2;2;4;4;2;2;4;3;5;3;2;2;1;3;2;5;5;4;1;4;4;2;3;5;5;3;3;3;1;3;3;3;3;3;2;2;3;2;3;3;2;2;3;2;3;2;2;3;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;5;5;5;5;5;5;5;5;5;4;4;5;5;5;5;5;4;4;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;1;1;2;2;2;5;5;3;4;4;2;4;3;4;7;7;7;7;4;5;4;4
0.00;8149;8149;07.05.2023 20:48;07.05.2023 21:08;1169;5;;21;1;3;1;7;3;7;3;1;4;2;3;1;2;4;1;1;1;1;3;4;2;4;4;2;3;4;4;2;2;4;4;2;2;2;3;3;1;3;3;2;3;3;1;2;1;1;1;1;1;1;2;2;2;5;1;4;1;1;2;2;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;4;1;4;4;2;3;2;3;1;1;5;4;1;2;3;5;3;2;2;2;2;4;3;3;3;3;4;2;4;3;3;2;4;1;1;5;5;1;1;3;4;4;3;2;1;4;4;5;5;1;5;5;4;2;5;4;2;4;5;1;1;4;1;3;2;1;1;2;4;3;1;3;2;1;4;1;3;1;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;5;5;5;5;5;4;4;5;5;5;3;5;5;5;5;5;5;5;4;1;2;1;1;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;6;2;6;6;1;6;2;6;5;6;6;5;6;6;6;6
0.00;8150;8150;07.05.2023 20:52;07.05.2023 21:10;1097;5;;21;1;7;1;8;11;7;1;1;3;3;1;1;3;1;1;1;1;1;4;5;2;5;4;1;1;1;5;4;1;4;5;3;5;1;1;1;1;4;5;2;4;3;4;1;2;1;1;1;1;3;1;2;2;2;1;1;1;1;2;3;2;2;2;2;5;2;2;2;5;2;2;1;2;2;2;2;4;3;3;4;2;3;2;4;2;2;2;2;3;5;5;2;5;5;3;2;2;3;2;2;4;5;5;2;4;5;2;4;5;5;1;3;1;5;1;1;5;2;1;1;1;1;4;5;5;5;1;4;4;2;5;5;2;5;5;1;1;1;4;5;2;3;2;3;1;1;5;2;1;1;4;2;4;1;1;5;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5;5;5;5;5;4;5;4;4;3;2;3;5;5;4;5;5;4;4;1;1;1;3;1;1;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;3;2;2;3;2;3;4;5;3;7;7;7;6;6;6;4;5
0.00;8151;8151;07.05.2023 20:53;07.05.2023 21:14;1255;5;;21;1;4;1;5;2;7;4;4;4;3;4;1;2;3;3;4;4;4;4;3;1;4;2;2;3;2;4;4;3;4;3;5;3;4;3;4;3;1;4;1;4;1;2;1;1;1;2;1;3;2;2;1;4;1;2;4;2;2;2;2;2;2;3;3;6;2;2;2;2;3;3;2;2;2;2;2;5;3;5;4;5;4;5;5;5;4;3;4;1;2;4;4;6;4;4;5;5;6;5;4;4;5;5;5;3;6;4;5;5;4;2;3;3;5;2;4;5;5;2;3;4;5;3;5;2;1;4;2;5;1;5;3;4;5;4;1;1;2;1;3;3;1;2;3;2;3;3;1;1;3;4;1;1;1;3;3;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;3;4;2;3;2;5;5;3;3;5;4;4;4;4;4;3;3;3;1;1;1;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6;6;6;6;6;6;6;6;6;5;6;7;7;7;5;5;5
0.00;8155;8155;07.05.2023 21:06;07.05.2023 21:16;597;5;;21;1;2;1;6;10;3;1;4;3;3;3;2;3;2;1;4;2;3;2;2;2;4;3;5;4;4;2;2;2;2;4;2;4;2;4;4;4;4;4;3;3;4;4;3;2;2;3;2;1;2;2;3;3;5;2;4;2;4;2;3;2;1;2;3;2;3;2;2;2;3;2;2;3;2;1;3;3;3;3;4;2;3;4;2;2;2;2;3;4;3;3;2;4;2;3;2;1;3;5;4;3;3;3;4;5;4;5;3;2;3;3;5;3;3;3;2;4;3;5;2;3;4;3;4;3;4;2;4;2;3;2;2;3;4;3;1;4;2;4;2;3;3;2;3;1;2;4;2;2;2;4;3;4;3;3;3;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;3;3;2;3;5;1;5;2;4;2;3;1;4;3;3;4;2;4;2;3;3;5;2;3;4;4;2;1;4;2;1;1;2;1;1;1;1;1;2;2;1;1;3;4;4;4;4;4;3;2;2;2;2;5;5;3;6;4;2
0.00;8156;8156;07.05.2023 21:09;07.05.2023 21:19;611;5;;21;1;2;2;6;7;8;2;1;3;2;1;2;2;2;1;1;1;1;2;3;3;3;3;4;3;2;4;4;3;2;2;3;3;3;2;3;1;1;4;1;3;3;1;1;1;2;1;1;1;2;1;1;1;1;1;4;1;1;2;2;3;2;2;2;4;3;2;2;2;2;2;2;2;2;2;2;3;3;3;2;1;3;2;3;1;1;2;3;1;2;2;2;5;4;4;5;4;5;5;3;2;3;4;3;5;4;3;3;4;3;3;4;4;4;3;2;4;2;3;4;2;1;4;4;4;2;3;3;3;2;5;4;5;5;4;2;1;3;3;2;3;2;2;3;2;2;3;2;2;2;2;2;2;2;2;2;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;2;2;4;2;3;4;3;4;3;3;4;2;2;3;4;4;4;1;1;1;2;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;3;1;4;3;1;4;3;2;2;5;6;5;6;6;6;6;6
0.00;8157;8157;07.05.2023 21:16;07.05.2023 21:32;967;5;;21;1;6;1;7;2;9;4;1;2;2;2;1;1;2;1;2;2;1;4;4;4;4;4;2;4;4;4;4;3;4;3;4;2;2;3;2;1;3;3;1;4;3;1;1;1;3;1;1;1;2;1;4;1;3;1;1;1;1;2;3;4;1;3;1;4;2;2;2;6;3;2;3;2;1;1;2;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;4;4;5;1;5;4;5;5;5;4;6;5;4;4;5;5;6;5;5;1;4;4;5;1;1;5;4;1;1;5;4;4;5;4;3;1;4;4;3;4;4;2;4;4;1;2;3;2;2;4;2;1;2;4;4;3;1;1;1;1;1;2;1;2;4;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;4;3;5;4;3;5;4;4;5;4;4;3;5;4;4;4;5;4;1;1;1;3;1;2;3;3;2;3;3;1;1;1;1;2;2;2;1;1;2;1;2;2;4;4;3;5;4;3;5;3;4;6;7;7;7;6;6;5;6
0.00;8159;8159;07.05.2023 21:21;08.05.2023 13:49;904;5;;21;1;3;2;4;2;7;4;1;4;4;4;1;2;4;2;1;1;3;2;3;2;4;3;1;1;3;2;4;3;4;3;3;4;4;2;4;3;3;4;1;4;1;1;3;1;1;1;1;1;1;3;2;1;3;2;1;2;1;2;5;1;1;1;1;6;5;4;2;1;2;1;1;5;2;2;3;2;1;3;3;3;2;1;1;1;2;2;3;1;4;4;3;6;3;3;3;3;6;6;6;4;1;5;4;5;5;3;1;5;5;5;4;2;5;5;3;2;2;5;1;1;5;3;3;5;1;1;1;2;1;5;5;2;4;1;1;1;1;3;1;1;4;1;1;1;3;1;1;1;3;3;3;1;1;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;4;5;3;4;5;2;5;5;4;5;5;5;4;5;5;5;5;5;4;1;1;2;1;1;1;3;1;1;1;3;2;1;2;2;2;2;2;1;2;1;2;1;2;1;2;2;2;2;5;2;4;1;7;7;7;6;6;7;7;7
0.00;8160;8160;07.05.2023 21:23;07.05.2023 21:34;703;5;;21;1;4;2;7;10;4;2;1;4;2;4;1;4;4;1;4;1;4;3;4;4;4;4;1;5;4;1;4;4;3;4;2;2;1;3;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;2;5;2;4;5;4;4;2;4;3;5;3;2;2;4;2;2;4;1;1;2;1;1;1;2;3;1;2;3;2;2;2;2;4;5;5;6;5;5;6;6;6;5;5;5;5;5;6;6;6;5;4;4;4;2;4;4;1;4;2;2;4;4;4;4;4;4;1;3;4;4;4;3;5;3;3;4;2;3;2;2;2;2;3;2;2;1;3;3;1;1;2;2;3;2;1;3;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;1;2;2;2;1;2;2;2;2;5;5;5;5;4;2;5;2;5;6;6;5;5;6;6;6;6
0.00;8161;8161;07.05.2023 21:24;07.05.2023 21:34;621;5;;21;1;5;2;4;11;7;2;1;3;2;4;1;1;3;1;1;4;1;3;5;4;4;4;2;1;4;5;2;4;1;3;4;3;2;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;6;2;2;2;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;5;2;2;5;4;4;4;4;6;4;4;4;4;4;4;4;4;4;4;4;5;1;1;1;4;1;1;3;1;1;1;4;1;4;4;5;1;4;1;1;1;4;5;2;4;4;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;3;4;5;4;2;5;5;4;5;4;5;3;3;4;3;2;3;3;1;1;1;3;1;3;2;3;2;3;2;2;1;2;2;1;2;2;1;1;2;1;2;2;3;5;2;4;4;5;3;6;4;7;7;7;6;6;7;7;6
0.00;8163;8163;07.05.2023 21:31;07.05.2023 22:20;2989;5;;21;1;6;1;7;7;5;4;4;4;2;1;1;3;3;1;1;1;1;4;5;4;5;3;3;3;3;2;4;1;4;3;4;5;5;2;2;1;2;5;1;5;1;5;3;1;2;2;1;1;3;4;1;2;1;1;1;1;2;2;3;1;2;2;2;4;1;2;2;2;2;2;2;2;1;1;3;1;1;5;3;5;2;1;2;2;4;2;1;3;2;5;5;6;2;2;2;1;6;2;2;3;2;2;2;5;2;5;3;2;5;5;3;3;5;2;1;5;4;1;1;2;3;4;5;5;1;4;5;4;1;5;5;4;5;3;5;2;1;4;2;1;3;1;1;1;3;1;1;1;5;4;5;2;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;3;5;3;5;1;3;5;2;2;1;4;5;4;4;4;2;5;1;1;1;1;3;5;5;1;5;5;3;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;4;2;3;4;4;6;4;1;6;5;5;1;3;1
0.00;8164;8164;07.05.2023 21:33;07.05.2023 21:56;1386;5;;21;1;6;2;6;6;4;1;1;4;3;1;1;4;2;2;1;2;1;3;5;3;4;3;3;4;2;4;4;2;4;2;1;4;3;3;3;2;4;4;1;5;3;5;2;1;1;1;1;2;2;2;2;2;1;1;5;2;3;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;5;4;4;5;5;5;1;1;2;2;2;5;5;3;1;2;1;1;1;2;2;1;2;2;2;2;1;1;2;1;1;5;5;5;4;5;5;5;5;5;5;4;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;4;3;3;1;2;2;2;4;4;2;2;2;1;2;4;2;4;3;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;3;5;5;5;5;5;5;5;5;5;5;5;5;2;2;2;2;2;2;2;1;2;1;2;2;5;5;5;5;5;2;5;2;5;7;7;7;7;7;7;7;6
0.00;8169;8169;07.05.2023 21:48;07.05.2023 22:00;747;5;;21;1;2;2;5;10;8;3;4;4;1;1;1;2;4;1;1;1;2;4;3;5;3;3;4;5;4;4;5;5;4;4;3;3;4;3;4;1;1;1;2;3;4;3;3;1;2;2;1;2;3;1;2;3;3;1;1;1;2;2;5;5;4;5;4;3;5;5;3;3;4;2;5;4;5;4;6;3;4;5;3;2;3;3;5;2;4;2;4;1;4;4;3;2;3;3;4;4;3;2;4;3;4;3;4;3;2;4;4;5;4;3;2;3;4;4;4;2;3;2;2;1;4;3;4;3;3;3;3;3;3;4;2;3;4;4;4;3;4;3;3;3;3;2;3;3;3;4;1;2;4;4;3;3;1;3;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;2;4;3;4;3;2;3;3;3;3;4;4;3;3;3;4;3;2;1;2;1;1;3;3;5;2;1;3;1;1;1;2;2;1;1;2;2;1;1;2;2;1;4;3;4;6;5;5;4;4;4;4;3;4;4;4;4;5;3
0.00;8170;8170;07.05.2023 21:51;07.05.2023 22:07;987;5;;21;1;2;2;8;13;2;3;1;3;1;2;1;1;1;1;4;1;1;3;2;3;4;4;2;1;5;4;4;5;2;4;4;2;2;4;4;1;3;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;4;1;1;2;2;2;2;2;2;6;2;2;2;2;2;2;1;3;2;2;3;1;1;5;3;3;1;4;1;1;1;1;1;1;5;1;2;5;4;4;4;4;6;4;4;4;4;4;4;5;4;4;4;5;2;1;4;4;1;1;4;2;1;1;2;1;2;3;4;3;1;5;1;3;3;3;5;3;3;3;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;4;5;3;5;4;5;3;4;4;4;4;5;4;5;5;5;4;4;1;1;2;2;3;2;1;1;2;2;2;2;1;1;1;1;2;2;1;1;1;1;1;2;1;2;5;3;2;5;1;6;2;7;7;7;7;7;5;7;6
1.00;8171;8171;07.05.2023 21:52;07.05.2023 21:55;212;5;;21;1;2;1;6;10;5;2;1;3;2;4;2;4;3;3;3;3;3;3;3;2;3;2;1;1;3;4;3;4;5;3;4;5;5;5;4;4;4;3;3;2;1;2;4;3;5;2;4;4;3;1;3;1;2;4;3;3;3;2;6;4;3;2;3;4;3;4;4;2;5;2;2;4;3;4;5;2;1;2;3;4;3;4;4;4;4;1;4;2;3;4;3;6;4;3;2;5;6;4;4;4;3;5;4;5;3;3;5;5;4;4;1;3;1;4;4;4;3;5;3;1;4;4;2;2;3;3;4;4;3;4;5;5;5;3;3;1;3;3;4;3;5;3;3;1;4;5;5;3;3;2;3;3;3;3;3;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;3;4;3;2;2;3;3;4;4;3;4;2;1;3;3;4;4;2;3;3;3;2;2;3;3;1;3;4;4;2;2;2;2;1;2;2;1;2;2;2;2;1;1;3;6;4;5;4;5;3;2;2;5;3;7;2;3;2;4;3
0.00;8172;8172;07.05.2023 21:52;07.05.2023 22:11;1081;5;;21;1;2;2;6;3;1;3;1;4;1;1;1;1;3;2;1;1;1;4;3;4;5;4;2;3;5;4;4;4;1;4;3;3;2;4;2;1;1;2;1;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;3;3;3;3;3;5;3;5;4;3;5;4;4;4;4;3;5;1;1;1;4;1;3;1;5;2;4;1;4;1;3;2;4;5;4;2;4;3;4;5;3;5;4;1;1;3;2;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;4;3;4;2;5;2;4;4;2;4;3;4;5;5;5;4;3;1;1;1;1;1;2;1;1;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;4;2;5;6;6;5;3;6;5;4
0.00;8173;8173;07.05.2023 21:54;07.05.2023 22:21;1612;5;;21;1;5;1;4;8;2;4;1;4;1;1;1;1;2;1;1;2;1;4;5;4;4;4;2;4;4;3;4;4;3;4;4;2;2;3;3;1;3;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;3;1;1;2;2;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;1;1;1;1;1;2;1;1;1;1;4;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;5;5;5;2;5;5;2;5;5;2;1;5;5;5;5;5;1;5;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;2;2;1;5;2;1;1;1;3;2;1;2;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;4;4;4;5;5;3;4;4;4;4;4;4;4;4;5;4;4;3;4;3;3;3;3;3;2;3;5;3;3;3;3;1;2;2;2;2;2;1;1;1;2;2;2;5;5;5;5;5;3;5;3;5;7;7;7;7;7;7;7;7
0.00;8177;8177;07.05.2023 22:07;07.05.2023 22:20;784;5;;21;1;3;1;8;10;5;3;1;4;2;1;1;1;2;2;2;1;1;2;4;1;3;3;1;4;1;4;2;1;1;3;1;2;1;4;1;1;4;4;2;4;3;1;2;1;2;1;1;1;2;1;1;1;4;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;3;1;1;1;3;1;1;4;2;1;1;1;5;4;5;4;2;2;3;2;2;3;3;2;4;4;3;2;2;3;5;1;1;1;4;1;5;2;5;1;2;3;5;5;5;5;1;3;4;1;2;5;5;3;5;5;1;1;1;1;3;1;2;1;2;3;3;2;3;2;3;1;1;1;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;4;5;5;5;5;4;4;4;2;3;3;4;2;2;4;5;5;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;1;2;2;2;2;5;5;2;4;5;3;4;3;5;7;7;7;7;7;6;7;7
0.00;8179;8179;07.05.2023 22:17;07.05.2023 22:30;816;5;;21;1;3;2;4;2;6;2;1;4;2;1;1;1;3;2;1;1;3;5;5;3;5;5;3;5;3;4;4;5;5;5;5;5;2;3;3;2;3;3;2;2;3;3;2;3;4;1;2;1;3;2;2;3;1;3;4;3;1;2;3;2;2;2;2;5;3;3;2;5;2;2;1;1;3;1;3;3;1;4;4;3;2;3;3;2;2;4;3;1;5;5;4;5;3;3;3;4;6;4;4;4;3;4;5;4;4;4;4;3;2;4;4;3;5;4;3;5;2;4;3;3;4;4;4;3;4;4;4;4;4;4;5;5;3;3;1;2;4;5;5;2;5;4;2;1;3;4;1;1;5;5;4;2;1;4;3;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4;5;4;4;3;5;4;3;5;4;5;5;3;3;5;4;5;4;2;1;1;3;3;3;5;5;1;1;1;1;2;1;1;1;2;1;1;1;1;2;1;2;4;3;3;3;4;4;4;4;3;5;5;5;4;3;4;4;4
0.00;8180;8180;07.05.2023 22:20;07.05.2023 22:29;525;5;;21;1;2;1;6;1;1;2;1;2;3;2;3;2;4;3;2;3;2;2;3;3;3;2;1;4;3;1;3;2;2;3;3;4;2;4;2;1;2;4;3;2;4;4;3;2;3;3;3;4;2;3;1;4;4;2;3;3;2;2;4;3;2;4;3;2;3;3;3;2;4;2;3;3;3;5;1;3;2;4;3;4;3;2;3;4;3;2;1;2;2;4;4;4;4;3;2;3;2;4;2;4;5;3;4;3;3;4;2;4;2;3;2;4;3;5;2;4;3;2;3;2;3;3;2;3;2;3;3;4;2;4;2;3;4;4;3;2;4;3;3;3;4;2;2;3;4;4;2;3;3;3;3;2;3;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;2;2;3;4;2;3;3;2;3;3;3;3;3;3;1;2;4;2;3;2;4;4;4;3;3;3;3;2;3;2;1;2;2;1;2;2;2;2;2;2;2;2;2;4;3;3;4;3;3;4;3;4;5;2;5;4;3;3;4
