BEREINIGEN;i_NUMBER;i_TAN;i_START;i_END;i_TIME;i_STATUS;i_ST_TXT;current_Q;FZustimmung;F2;F3;F4;F5;F6;F7A1_1;F7A2_1;F7A3_1;F7A4_1;F7A5_1;F7A6_1;F7A7_1;F7A8_1;F7A9_1;F7A10_1;F7A11_1;F7A12_1;F8A1_1;F8A2_1;F8A3_1;F8A4_1;F8A5_1;F8A6_1;F8A7_1;F8A8_1;F8A9_1;F8A10_1;F8A11_1;F8A12_1;F8A13_1;F8A14_1;F8A15_1;F8A16_1;F8A17_1;F8A18_1;F9A1_1;F9A2_1;F9A3_1;F9A4_1;F9A5_1;F9A6_1;F9A7_1;F9A8_1;F9A9_1;F9A10_1;F9A11_1;F9A12_1;F9A13_1;F9A14_1;F9A15_1;F9A16_1;F9A17_1;F9A18_1;F9A19_1;F9A20_1;F9A21_1;F9A22_1;F9A23_1;F10A1_1;F10A2_1;F10A3_1;F10A4_1;F10A5_1;F10A6_1;F10A7_1;F10A8_1;F10A9_1;F10A10_1;F10A11_1;F10A12_1;F10A13_1;F10A14_1;F10A15_1;F10A16_1;F10A17_1;F11A1_1;F11A2_1;F11A3_1;F11A4_1;F11A5_1;F11A6_1;F11A7_1;F11A8_1;F11A9_1;F11A10_1;F11A11_1;F11A12_1;F11A13_1;F11A14_1;F11A15_1;F11A16_1;F12A1_1;F12A2_1;F12A3_1;F12A4_1;F12A5_1;F12A6_1;F12A7_1;F12A8_1;F12A9_1;F12A10_1;F12A11_1;F12A12_1;F12A13_1;F12A14_1;F12A15_1;F12A16_1;F12A17_1;F13A1_1;F13A2_1;F13A3_1;F13A4_1;F13A5_1;F13A6_1;F13A7_1;F13A8_1;F13A9_1;F13A10_1;F13A11_1;F13A12_1;F13A13_1;F13A14_1;F13A15_1;F13A16_1;F13A17_1;F13A18_1;F13A19_1;F13A20_1;F13A21_1;F13A22_1;F13A23_1;F13A24_1;F13A25_1;F13A26_1;F13A27_1;F13A28_1;F14A1_1;F14A2_1;F14A3_1;F14A4_1;F14A5_1;F14A6_1;F14A7_1;F14A8_1;F14A9_1;F14A10_1;F14A11_1;F14A12_1;F14A13_1;F14A14_1;F14A15_1;F14A16_1;F14A17_1;F14A18_1;F14A19_1;F15A1;F15A2;F15A3;F15A4;F15A5;F15A6;F15A7;F15A8;F15A9;F15A10;F15A11;F15A12;F15A13;F15A14;F15A15;F15A16;F15A17;F15A18;F15A19;F16A1_1;F16A2_1;F16A3_1;F16A4_1;F16A5_1;F16A6_1;F16A7_1;F16A8_1;F16A9_1;F16A10_1;F16A11_1;F16A12_1;F16A13_1;F16A14_1;F16A15_1;F16A16_1;F16A17_1;F16A18_1;F16A19_1;F17A1_1;F17A2_1;F17A3_1;F17A4_1;F17A5_1;F17A6_1;F17A7_1;F17A8_1;F17A9_1;F17A10_1;F17A11_1;F17A12_1;F18A1_1;F18A2_1;F18A3_1;F18A4_1;F18A5_1;F18A6_1;F18A7_1;F18A8_1;F18A9_1;F18A10_1;F18A11_1;F18A12_1;F19A1_1;F19A2_1;F19A3_1;F19A4_1;F19A5_1;F19A6_1;F19A7_1;F19A8_1;F19A9_1;F20A1_1;F20A2_1;F20A3_1;F20A4_1;F20A5_1;F20A6_1;F20A7_1;F20A8_1
0.00;8768;8768;09.05.2023 09:44;09.05.2023 10:17;1982;5;;21;1;7;1;6;2;5;4;1;3;2;2;1;3;4;1;3;3;3;4;5;3;5;4;2;5;2;2;2;2;5;4;3;5;2;4;2;1;4;4;1;2;1;1;1;1;2;1;1;1;2;2;1;1;4;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;1;1;1;1;1;1;3;1;1;1;1;1;1;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;4;5;5;5;5;4;4;3;3;5;5;5;5;5;5;5;1;2;5;5;5;5;5;1;2;1;1;4;4;2;4;4;4;1;4;1;3;2;1;4;2;2;2;5;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;1;1;5;1;1;5;5;5;5;1;1;1;1;1;1;2;2;1;1;2;1;2;2;6;6;1;6;6;1;6;1;6;7;1;7;7;3;6;6;6
0.00;8769;8769;09.05.2023 09:45;09.05.2023 09:59;837;5;;21;1;7;2;3;13;1;1;2;2;1;1;1;1;1;1;1;1;1;4;3;4;3;5;1;3;3;2;1;3;2;4;3;1;1;1;2;1;1;3;1;1;2;2;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;3;1;3;1;2;1;1;1;3;1;3;1;1;1;1;2;1;2;1;1;2;1;2;1;1;1;1;1;5;5;3;3;4;3;3;5;3;5;5;3;1;3;3;3;5;5;1;3;3;5;5;3;5;3;4;3;1;3;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;1;1;3;3;1;5;3;3;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;4;1;4;1;7;7;7;6;7;1;7;7
0.00;8772;8772;09.05.2023 09:47;09.05.2023 10:11;1426;5;;21;1;7;2;3;4;2;1;1;4;2;1;1;1;3;1;1;1;1;4;5;3;4;4;2;3;3;5;3;2;4;4;3;2;2;4;2;2;2;4;1;4;1;1;1;1;1;1;1;2;2;1;1;2;1;1;1;1;1;2;2;2;1;2;1;6;2;2;2;2;3;2;1;4;2;2;2;4;1;5;1;1;3;1;1;1;1;1;1;1;2;1;1;5;1;1;1;1;6;2;3;4;4;4;4;5;3;1;3;4;5;5;1;1;1;1;5;5;1;4;1;2;1;3;5;5;1;5;1;2;2;5;5;3;2;5;1;2;1;3;1;1;4;1;1;4;2;4;1;1;1;1;1;4;1;5;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5;5;5;5;5;4;5;5;5;5;5;5;4;5;5;5;5;5;5;1;5;1;5;2;1;5;4;5;5;1;1;1;1;1;1;2;2;1;1;1;2;1;2;5;4;1;6;5;1;5;3;4;7;7;7;7;6;7;7;7
0.00;8774;8774;09.05.2023 09:49;09.05.2023 10:23;2065;5;;21;1;7;2;4;1;2;2;1;3;1;1;1;1;1;1;1;1;1;3;4;2;2;2;4;4;2;3;3;2;4;2;1;1;3;3;4;1;2;2;1;2;1;1;1;1;1;1;1;1;1;1;2;1;3;1;2;1;1;2;2;2;2;2;2;5;2;2;2;2;2;2;2;2;2;2;2;1;5;5;5;1;5;1;1;1;1;5;1;1;5;5;3;1;1;1;1;1;1;2;1;1;1;3;1;1;1;1;1;1;5;5;5;1;5;5;5;5;1;5;1;3;3;3;5;5;5;2;5;1;2;5;5;4;5;5;3;3;1;5;1;1;1;1;1;3;3;3;3;1;1;1;1;1;1;1;5;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;3;3;5;5;4;4;4;3;3;1;1;4;4;4;4;4;5;4;4;3;3;5;3;3;2;5;4;5;5;2;1;1;1;1;1;2;1;1;1;1;1;2;2;4;4;4;4;3;3;5;4;4;7;7;7;7;4;6;6;5
0.00;8776;8776;09.05.2023 09:49;09.05.2023 09:58;509;5;;21;1;4;2;6;7;5;4;1;4;2;4;1;1;3;2;4;2;3;3;4;3;4;3;3;4;3;3;3;2;3;3;3;4;3;4;3;1;4;2;1;2;1;1;1;1;1;1;1;1;2;1;2;2;2;1;1;1;1;2;2;2;2;2;2;5;2;2;2;5;2;2;2;2;2;2;2;3;1;2;1;3;1;3;1;1;1;2;1;1;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;2;3;5;5;3;1;4;2;3;2;5;4;5;5;5;4;1;3;4;1;4;5;3;5;3;1;1;2;2;1;1;1;2;2;3;2;2;1;1;1;1;2;1;1;2;5;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;3;3;2;4;3;2;4;4;3;3;2;4;2;4;4;2;4;3;3;3;2;2;3;2;3;5;4;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;2;2;5;3;5;4;2;4;3;4;4;4;4;5;4;4;3;4
0.00;8779;8779;09.05.2023 09:50;09.05.2023 10:22;1876;5;;21;1;7;2;4;9;4;2;1;2;2;2;1;2;2;1;1;1;2;3;2;4;4;4;2;2;3;4;4;3;2;4;3;3;2;2;2;2;1;2;1;2;1;2;1;1;2;1;1;1;2;1;1;1;1;1;1;1;1;2;2;2;2;2;2;6;2;2;2;5;2;5;2;2;2;2;2;1;1;3;1;1;3;1;3;1;1;1;1;1;3;3;1;2;1;2;1;1;4;2;2;2;4;2;2;2;2;1;1;2;3;1;1;4;4;1;3;4;1;1;1;1;2;3;1;4;1;1;1;3;1;3;4;3;4;1;1;1;2;3;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;4;5;4;4;4;4;5;5;3;5;3;5;5;4;4;4;5;1;1;1;3;1;2;3;3;3;3;1;2;1;1;1;1;2;1;1;1;2;1;2;2;3;3;3;3;3;4;3;4;3;6;6;6;6;6;6;6;6
0.00;8780;8780;09.05.2023 09:51;09.05.2023 10:08;916;5;;21;1;7;1;4;10;6;3;1;3;2;2;1;2;1;1;2;1;3;4;5;3;4;4;3;4;4;2;3;3;4;5;4;4;3;3;4;1;2;3;1;2;1;3;2;1;1;1;1;1;1;2;1;1;1;2;1;1;1;2;1;2;2;2;1;3;2;2;2;2;2;2;4;2;2;2;2;2;1;2;3;3;1;1;1;3;1;3;1;2;2;1;4;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;2;3;5;5;1;5;1;1;1;3;3;3;5;5;3;2;2;5;1;5;5;3;2;5;1;1;1;1;1;1;2;1;3;3;3;3;1;2;3;2;2;2;2;3;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;4;4;3;3;3;3;3;3;3;3;3;3;3;3;1;1;2;2;2;2;2;1;1;1;1;2;5;5;3;5;5;4;5;3;5;4;5;6;6;5;6;6;6
0.00;8781;8781;09.05.2023 09:52;09.05.2023 10:09;1004;5;;21;1;7;1;6;10;7;3;1;2;2;1;1;1;3;1;1;4;1;3;5;2;5;5;1;4;1;3;4;1;5;4;4;2;3;1;1;1;4;4;1;3;1;1;1;1;3;1;1;1;1;1;1;1;5;1;1;1;1;2;4;2;4;2;2;4;2;2;2;2;2;4;2;4;2;2;2;5;1;3;3;3;4;1;5;1;1;5;2;1;5;5;5;4;5;3;4;1;5;4;2;5;5;5;4;4;5;2;3;4;5;5;5;5;5;1;5;5;5;1;3;3;5;3;5;5;1;5;5;2;2;5;5;4;5;5;1;4;1;5;5;5;2;1;4;5;1;3;1;1;1;1;1;4;1;1;3;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;4;5;5;5;3;4;5;3;5;3;4;3;5;3;5;4;5;5;3;1;1;1;5;1;2;5;1;1;1;1;1;2;1;2;2;2;2;1;1;2;2;2;2;6;6;1;6;6;1;6;1;6;6;7;7;7;6;7;7;7
1.00;8782;8782;09.05.2023 09:53;09.05.2023 10:02;531;5;;21;1;3;1;5;10;5;3;1;2;2;1;1;1;2;2;1;1;1;3;2;3;3;2;3;3;3;3;3;2;3;2;3;3;4;3;4;1;2;3;1;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;4;4;5;4;4;4;3;4;4;4;4;1;3;4;5;3;4;4;4;4;4;3;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;3;3;2;2;2;3;2;3;3;3;2;2;2;3;2;3;3;2;2;2;2;5;2;4;2;4;3;3;3;2;1;2;2;1;2;2;1;1;1;2;1;2;3;3;3;3;3;3;3;3;3;3;4;2;3;3;3;4;3
0.00;8783;8783;09.05.2023 09:54;09.05.2023 10:05;694;5;;21;1;7;2;4;1;5;1;1;3;3;1;1;3;3;1;1;3;1;4;5;4;4;5;4;4;3;3;2;3;3;3;2;4;4;3;5;1;1;4;1;1;1;2;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;1;2;1;1;2;2;1;1;1;3;2;1;1;1;1;2;3;3;1;3;3;3;3;1;2;1;2;2;2;2;5;2;3;4;1;1;1;1;1;2;1;2;4;2;1;2;1;2;1;2;5;3;1;1;5;3;1;5;1;1;1;1;2;1;1;1;1;1;2;2;3;3;4;2;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;3;4;3;3;5;5;3;3;3;5;5;5;5;3;2;4;2;2;1;1;3;1;1;4;2;2;3;2;1;1;1;1;1;2;2;1;1;1;1;2;2;1;2;6;1;1;6;1;6;3;5;4;5;5;5;5;5;4
0.00;8785;8785;09.05.2023 09:55;09.05.2023 10:23;1650;5;;21;1;3;2;6;2;7;4;1;4;2;1;1;1;4;3;1;1;2;4;3;4;4;4;3;4;2;4;4;4;4;3;3;3;3;3;3;1;2;3;1;3;1;2;2;1;1;2;1;1;2;1;1;1;1;1;1;1;1;2;2;2;2;2;2;5;2;2;2;2;2;2;2;2;2;2;2;3;1;4;4;2;3;4;3;1;4;4;1;1;4;4;2;3;2;2;2;2;6;2;2;2;2;2;2;2;2;2;2;3;5;2;2;5;5;3;5;5;2;1;2;4;3;4;5;5;4;2;2;3;1;4;5;2;4;3;1;1;4;3;2;2;1;1;1;3;3;4;1;1;1;3;1;1;1;1;4;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5;5;5;5;4;5;5;5;5;5;5;4;5;5;5;5;4;5;5;1;1;1;2;1;1;5;1;1;3;2;3;2;2;2;2;2;2;2;1;2;2;2;2;2;2;5;2;2;2;2;4;2;7;5;7;7;4;3;4;3
0.00;8786;8786;09.05.2023 09:56;09.05.2023 10:10;860;5;;21;1;7;1;6;11;7;1;1;2;1;1;1;1;1;1;1;1;1;4;5;3;5;5;1;3;3;4;3;3;3;4;3;3;1;3;1;1;1;4;1;3;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;2;2;2;2;2;5;2;2;2;2;2;2;1;2;2;1;2;1;3;4;5;1;4;1;1;1;1;3;1;1;3;2;1;5;5;5;5;5;5;2;1;5;5;5;5;5;5;2;5;6;5;5;1;1;5;5;1;5;2;2;1;3;4;4;5;4;1;5;1;1;2;4;5;5;5;4;1;1;1;1;3;1;4;4;1;1;1;2;1;1;1;3;3;3;1;4;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;3;3;5;5;3;3;5;5;5;5;5;5;5;5;5;3;5;5;3;1;1;1;5;1;1;5;1;5;5;1;2;1;1;1;1;2;2;1;1;2;2;2;2;1;1;4;4;1;4;2;4;1;7;7;7;7;7;7;7;7
0.00;8787;8787;09.05.2023 09:57;09.05.2023 11:17;4793;5;;21;1;6;1;6;15;4;3;1;2;1;2;1;3;1;1;1;1;1;4;4;2;3;4;2;3;3;3;3;3;3;4;2;2;2;3;2;1;3;4;1;3;1;1;3;1;1;1;1;1;2;1;1;1;1;1;1;2;1;2;4;1;1;2;1;4;2;2;2;2;2;1;1;1;2;2;2;2;1;1;1;2;1;2;1;1;1;3;1;1;3;2;4;4;1;1;1;1;4;2;1;1;2;2;2;1;1;2;3;2;5;4;2;3;5;4;2;5;1;1;2;3;1;3;5;5;2;5;2;1;3;4;5;4;4;4;1;2;2;4;3;2;3;3;2;4;3;2;1;1;1;1;1;1;1;1;3;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;4;4;4;5;4;4;5;4;5;5;4;4;4;4;3;3;3;4;3;1;1;2;4;2;3;4;3;3;3;2;3;1;1;2;1;2;2;1;2;1;1;1;2;3;4;3;3;4;5;4;4;3;4;5;6;6;5;4;6;4
0.00;8788;8788;09.05.2023 09:57;09.05.2023 10:22;1500;5;;21;1;7;2;4;16;1;3;1;3;1;2;1;3;2;1;1;1;4;3;4;4;4;4;3;2;4;4;4;4;2;3;4;4;4;3;3;1;2;4;1;4;3;3;3;2;1;1;2;1;2;1;1;1;1;2;1;1;3;2;3;2;2;1;1;5;4;3;1;4;2;1;1;1;1;1;1;1;1;1;3;3;2;1;3;1;1;1;1;1;5;1;3;5;4;5;3;4;6;4;3;3;5;4;4;4;4;4;4;4;5;5;1;2;5;2;2;3;3;1;2;2;2;1;5;5;1;5;2;1;3;5;5;5;5;3;2;2;2;4;3;2;4;4;1;1;2;3;1;1;1;4;4;4;1;2;3;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;5;4;4;4;5;5;5;3;5;5;5;5;4;5;5;5;1;1;1;1;1;1;5;2;2;1;1;1;2;1;2;1;2;2;1;1;2;2;2;2;3;4;4;4;4;3;4;3;4;7;7;7;7;6;7;7;7
0.00;8791;8791;09.05.2023 09:59;09.05.2023 10:30;1821;5;;21;1;7;1;5;10;5;2;1;3;2;2;1;3;2;1;2;2;2;4;3;4;4;4;3;3;2;2;4;2;3;2;3;4;2;2;2;1;4;4;1;4;2;3;2;1;2;1;1;1;2;1;1;2;3;1;3;1;1;2;4;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;5;1;5;2;3;3;1;2;1;1;2;3;1;2;1;2;5;2;2;1;3;3;2;2;3;2;3;4;2;3;3;2;4;3;3;3;3;3;2;2;4;2;2;3;5;4;4;5;5;3;2;5;2;2;3;5;3;4;5;1;1;1;4;4;2;4;3;2;2;2;1;1;1;2;1;2;2;1;3;2;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;5;4;5;5;4;5;3;4;5;5;5;4;1;4;3;4;5;4;1;3;2;3;3;3;3;3;3;3;1;1;1;2;2;2;2;2;1;1;1;1;2;2;6;4;2;4;5;2;6;1;5;7;7;7;7;5;7;6;6
0.00;8793;8793;09.05.2023 10:01;09.05.2023 10:48;2820;5;;21;1;6;2;7;8;3;3;1;4;1;4;1;1;4;2;1;1;4;3;5;4;4;4;2;5;4;3;3;2;3;4;3;1;2;3;2;1;1;3;1;3;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;1;2;2;3;2;2;2;2;6;2;2;2;2;3;2;2;4;2;4;3;1;1;2;2;2;2;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;2;5;5;5;4;5;4;1;1;4;4;4;5;4;1;1;5;5;1;4;5;3;5;5;1;2;1;4;1;1;1;1;1;1;3;3;1;1;1;2;1;1;1;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;3;5;1;1;5;4;3;1;1;5;4;5;1;1;1;3;1;1;1;3;5;3;3;5;4;3;3;1;1;1;1;1;1;1;2;1;1;1;1;2;1;3;1;6;1;1;6;3;6;3;7;7;5;7;4;4;5;6
0.00;8795;8795;09.05.2023 10:02;09.05.2023 10:21;1144;5;;21;1;7;1;5;4;7;4;1;2;2;1;1;1;1;1;1;1;1;3;5;4;5;5;2;5;3;2;3;2;5;4;2;4;1;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;1;2;4;3;2;2;2;5;5;4;3;3;2;3;4;4;4;2;3;2;2;2;3;2;2;1;1;2;1;2;1;1;3;3;3;5;3;3;3;3;5;6;5;3;4;1;2;4;4;4;2;4;5;5;5;4;5;5;4;5;4;3;4;4;5;5;5;4;3;4;4;4;4;5;5;3;3;5;5;1;1;1;1;2;3;3;3;3;3;3;1;1;1;1;1;1;1;3;4;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;4;5;5;5;3;1;1;4;4;1;5;5;4;4;4;4;4;5;1;1;1;5;2;5;5;1;5;1;1;1;1;2;2;1;2;2;2;2;2;1;2;2;2;4;5;4;2;5;5;5;5;7;7;7;7;7;7;7;7
0.00;8797;8797;09.05.2023 10:03;09.05.2023 10:31;1705;5;;21;1;6;2;4;3;7;4;1;2;1;1;1;2;2;1;1;1;1;3;5;3;4;4;2;3;2;3;3;2;3;5;3;3;3;2;4;1;3;5;1;5;3;2;1;1;2;1;1;1;1;2;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;5;1;4;4;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;4;5;5;3;5;5;1;5;5;3;1;1;3;5;4;5;4;1;5;1;5;1;5;5;3;5;5;1;3;1;4;1;1;5;1;1;1;1;5;1;1;1;1;1;1;1;1;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;5;4;5;2;3;5;5;5;5;3;5;5;3;5;3;5;5;3;1;1;1;2;1;2;2;2;2;2;3;2;1;1;1;1;2;1;1;2;1;1;2;2;4;4;4;4;4;6;4;4;4;7;7;5;7;4;4;4;5
0.00;8800;8800;09.05.2023 10:07;09.05.2023 10:30;1371;5;;21;1;7;1;3;15;2;3;1;2;1;1;1;2;4;1;1;1;3;2;5;5;4;3;3;5;2;3;3;4;5;3;2;4;2;2;2;1;2;2;1;3;1;1;1;1;1;1;1;1;2;1;1;1;1;1;3;1;1;2;3;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;4;1;3;4;5;5;1;5;3;3;2;3;2;2;3;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;5;3;1;1;5;5;1;5;2;1;4;3;1;4;5;5;1;3;2;3;3;4;5;2;3;5;1;5;1;3;2;2;3;3;1;1;5;5;1;1;1;1;1;1;1;1;5;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;3;5;3;5;3;4;5;5;4;5;3;5;4;5;4;5;5;5;4;2;2;1;4;3;2;5;4;3;4;4;4;1;2;2;2;2;2;2;2;2;1;2;2;3;3;1;1;3;4;3;6;4;7;4;7;6;7;7;4;4
0.00;8802;8802;09.05.2023 10:08;09.05.2023 10:57;2593;5;;21;1;7;2;4;10;5;3;2;2;2;2;1;3;1;1;1;1;3;3;4;4;4;4;3;2;4;4;4;4;2;3;3;3;3;2;3;2;3;4;2;3;1;2;2;2;2;1;1;1;2;1;2;1;1;1;1;1;1;2;1;1;2;1;1;4;2;2;2;2;3;2;1;1;2;1;1;2;2;3;2;3;3;3;3;2;2;1;2;1;4;3;2;4;2;2;1;1;5;3;2;3;4;4;2;1;2;2;1;1;5;4;4;4;5;3;2;4;2;4;1;3;1;4;2;2;1;3;4;2;2;4;5;3;4;5;1;2;3;4;2;2;2;2;2;1;2;3;1;1;2;2;3;2;2;1;3;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;4;4;4;3;4;4;3;4;3;4;4;4;4;4;4;4;3;2;2;3;3;2;2;3;3;3;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;3;2;4;3;2;4;4;4;3;5;5;5;5;3;5;5;5
0.00;8807;8807;09.05.2023 10:13;09.05.2023 12:09;6949;5;;21;1;7;1;4;4;3;3;3;4;3;3;1;1;4;3;1;1;3;4;5;4;4;4;2;2;4;3;2;3;4;2;3;2;4;4;2;3;3;2;2;3;2;3;2;2;1;1;2;3;2;2;2;2;1;2;2;2;3;2;2;1;2;2;1;4;2;2;1;2;2;4;1;2;5;2;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;5;4;1;4;5;5;4;2;5;2;2;4;5;4;2;4;5;5;5;4;5;5;5;1;5;1;1;1;2;1;4;5;5;1;5;1;5;1;5;5;2;4;5;1;1;1;1;1;1;5;1;1;1;1;1;1;1;4;4;5;4;1;1;5;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;4;4;5;5;5;5;5;5;5;5;4;5;4;5;5;5;5;5;5;1;1;1;5;2;3;5;3;4;4;2;2;2;1;2;1;2;2;1;1;1;1;1;2;2;2;4;3;2;4;4;4;3;7;7;7;6;7;7;7;5
0.00;8808;8808;09.05.2023 10:14;09.05.2023 10:40;1533;5;;21;1;7;1;4;13;7;4;2;1;1;4;1;4;3;1;1;1;2;5;4;4;5;5;4;1;4;3;3;2;4;5;5;5;5;2;5;3;4;3;1;3;4;4;3;2;2;1;1;1;2;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;6;2;2;2;2;2;2;2;2;2;2;4;3;4;2;1;2;3;2;2;1;1;1;1;5;3;2;4;5;5;5;4;5;6;4;5;5;5;5;5;5;5;5;5;4;2;3;2;3;2;3;4;3;3;2;3;3;3;3;3;4;4;3;3;4;3;3;3;3;4;1;1;4;3;4;4;3;4;2;4;3;3;3;2;4;4;3;2;3;2;4;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;4;5;4;5;4;4;4;4;4;5;5;4;4;5;5;5;4;5;3;2;1;1;4;3;1;5;2;3;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;3;4;4;4;6;6;6;5;6;5;6;6
0.00;8810;8810;09.05.2023 10:14;09.05.2023 10:38;1432;5;;21;1;7;2;6;2;2;4;1;3;2;2;1;1;4;1;2;1;2;3;5;3;4;4;3;3;3;4;4;2;3;4;3;3;3;3;4;1;2;3;1;3;1;2;1;2;1;1;1;1;2;1;1;1;2;1;1;1;1;2;3;2;2;2;2;4;2;2;2;3;3;2;1;2;2;2;2;3;2;4;4;3;4;1;3;2;1;4;3;1;2;1;3;4;4;1;3;4;4;1;4;1;5;3;1;1;3;4;1;4;5;5;3;5;5;5;5;5;3;4;1;2;5;3;5;5;5;2;5;5;2;4;5;3;3;4;1;1;1;2;3;3;4;3;1;2;2;2;3;1;2;3;1;3;1;4;3;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;5;5;5;4;5;3;5;5;3;4;4;5;5;4;4;5;4;4;4;1;1;1;4;1;1;4;2;4;4;2;2;1;1;2;1;2;2;1;1;1;2;2;2;3;4;4;5;3;4;3;3;4;6;6;5;6;4;5;5;6
0.00;8813;8813;09.05.2023 10:23;09.05.2023 10:50;1575;5;;21;1;7;2;4;8;4;2;1;4;2;1;1;1;2;1;1;1;1;2;4;4;4;3;3;4;3;3;3;3;3;3;3;4;3;4;3;1;2;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;1;2;5;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;1;1;1;1;1;1;1;3;1;2;1;1;2;1;1;4;2;2;2;1;2;3;1;2;2;1;1;4;4;2;1;3;1;3;4;3;1;1;1;3;3;3;3;1;1;1;1;1;3;4;2;5;3;2;1;1;1;1;1;1;1;1;1;3;3;1;1;1;3;4;1;1;1;4;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;3;2;3;3;2;4;2;3;3;3;3;2;4;3;3;3;3;3;3;3;3;5;3;2;5;5;5;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;4;4;4;3;4;4;5;5;5;5;6;5;5;5
